programme,record_id_1,record_id_2,canonical_person_id,canonical_national_id,duplicate_type
VOC,VOC-000225,VOC-001330,1493,92850903,near
VOC,VOC-000546,VOC-001331,727,93326883,near
VOC,VOC-000732,VOC-001332,2602,79521092,near
VOC,VOC-000773,VOC-001333,529,25527671,exact
VOC,VOC-000487,VOC-001334,2076,93373651,exact
VOC,VOC-000980,VOC-001335,2213,57317691,updated
VOC,VOC-001050,VOC-001336,2920,35645457,exact
VOC,VOC-000026,VOC-001337,1680,29846665,formatting
VOC,VOC-000857,VOC-001338,2443,64910054,near
VOC,VOC-000970,VOC-001339,1459,24504338,formatting
VOC,VOC-000713,VOC-001340,1551,96244314,exact
VOC,VOC-000614,VOC-001341,2598,80075544,formatting
VOC,VOC-000779,VOC-001342,1485,28156328,near
VOC,VOC-000622,VOC-001343,592,85701885,formatting
VOC,VOC-000579,VOC-001344,1089,91541051,updated
VOC,VOC-000956,VOC-001345,1628,53043124,formatting
VOC,VOC-000068,VOC-001346,750,52550453,formatting
VOC,VOC-000774,VOC-001347,2280,32907135,exact
VOC,VOC-001015,VOC-001348,1001,42530972,formatting
VOC,VOC-000266,VOC-001349,1192,82351312,formatting
VOC,VOC-000908,VOC-001350,664,46881809,formatting
VOC,VOC-000024,VOC-001351,568,46167085,formatting
VOC,VOC-000921,VOC-001352,2151,59735424,exact
VOC,VOC-000790,VOC-001353,514,35976666,exact
VOC,VOC-000769,VOC-001354,2612,17228318,exact
VOC,VOC-000597,VOC-001355,2473,14839862,exact
VOC,VOC-000891,VOC-001356,206,34213769,near
VOC,VOC-000736,VOC-001357,855,80422146,near
VOC,VOC-000866,VOC-001358,1950,34706155,updated
VOC,VOC-000256,VOC-001359,387,81803895,exact
VOC,VOC-000939,VOC-001360,1939,94973393,formatting
VOC,VOC-000499,VOC-001361,1564,26195804,near
VOC,VOC-000327,VOC-001362,2426,65673607,updated
VOC,VOC-000934,VOC-001363,417,62508567,updated
VOC,VOC-000183,VOC-001364,1239,60267929,near
VOC,VOC-000300,VOC-001365,401,61846177,formatting
VOC,VOC-001047,VOC-001366,651,65277579,exact
VOC,VOC-000847,VOC-001367,2336,15513078,near
VOC,VOC-000102,VOC-001368,1883,35980604,updated
VOC,VOC-000525,VOC-001369,2274,20985043,updated
VOC,VOC-000602,VOC-001370,2965,41277403,near
VOC,VOC-000673,VOC-001371,1914,65261046,near
VOC,VOC-000813,VOC-001372,2603,32258756,near
VOC,VOC-000503,VOC-001373,1646,17076084,near
VOC,VOC-001115,VOC-001374,1703,62862467,exact
VOC,VOC-000202,VOC-001375,803,12458919,formatting
VOC,VOC-000588,VOC-001376,1390,26699133,updated
VOC,VOC-000235,VOC-001377,1015,43823840,formatting
VOC,VOC-000694,VOC-001378,2837,77368102,near
VOC,VOC-000928,VOC-001379,2607,94060783,updated
VOC,VOC-000855,VOC-001380,2982,20135745,updated
VOC,VOC-000617,VOC-001381,1619,35100154,updated
VOC,VOC-000561,VOC-001382,325,61911006,formatting
VOC,VOC-000285,VOC-001383,1522,78380880,exact
VOC,VOC-000989,VOC-001384,114,40438156,formatting
VOC,VOC-000578,VOC-001385,171,61793831,near
VOC,VOC-000613,VOC-001386,2786,90190366,formatting
VOC,VOC-000640,VOC-001387,2691,41979969,exact
VOC,VOC-001062,VOC-001388,400,55324613,formatting
VOC,VOC-000779,VOC-001389,1485,28156328,near
VOC,VOC-000746,VOC-001390,1003,72373944,exact
VOC,VOC-001066,VOC-001391,745,95040154,near
VOC,VOC-000256,VOC-001392,387,81803895,near
VOC,VOC-001065,VOC-001393,186,61471131,formatting
VOC,VOC-000283,VOC-001394,2655,36135120,exact
VOC,VOC-000765,VOC-001395,890,40269419,near
VOC,VOC-000254,VOC-001396,1033,14558338,formatting
VOC,VOC-001041,VOC-001397,1196,97153508,near
VOC,VOC-000977,VOC-001398,854,95510088,formatting
VOC,VOC-000870,VOC-001399,2503,51968530,exact
VOC,VOC-000559,VOC-001400,2967,15838870,formatting
VOC,VOC-000582,VOC-001401,1810,37921512,exact
VOC,VOC-000150,VOC-001402,2616,38673273,formatting
VOC,VOC-001025,VOC-001403,1251,66752122,updated
VOC,VOC-000983,VOC-001404,952,88895533,formatting
VOC,VOC-000902,VOC-001405,2240,96417651,formatting
VOC,VOC-000089,VOC-001406,531,89453898,updated
VOC,VOC-000044,VOC-001407,1735,99849459,near
VOC,VOC-000671,VOC-001408,1922,32859170,near
VOC,VOC-000432,VOC-001409,1935,74318409,near
VOC,VOC-000681,VOC-001410,2521,84211554,exact
VOC,VOC-000596,VOC-001411,2386,86149917,formatting
VOC,VOC-000818,VOC-001412,433,84335596,near
VOC,VOC-000643,VOC-001413,480,53365278,near
VOC,VOC-000307,VOC-001414,486,74220011,formatting
VOC,VOC-000595,VOC-001415,2874,62313993,near
VOC,VOC-000755,VOC-001416,1849,78812902,formatting
VOC,VOC-000734,VOC-001417,2698,74145640,near
VOC,VOC-000109,VOC-001418,1800,31465712,updated
VOC,VOC-000090,VOC-001419,1725,25226934,exact
VOC,VOC-000984,VOC-001420,439,41291228,near
VOC,VOC-000528,VOC-001421,1373,12648580,near
VOC,VOC-000683,VOC-001422,85,54988861,near
VOC,VOC-000671,VOC-001423,1922,32859170,formatting
VOC,VOC-000669,VOC-001424,1529,63223998,formatting
VOC,VOC-000773,VOC-001425,529,25527671,updated
PLUS,PLUS-000917,PLUS-001126,1961,74287218,formatting
PLUS,PLUS-000378,PLUS-001127,215,62027391,updated
PLUS,PLUS-000499,PLUS-001128,2234,21860851,formatting
PLUS,PLUS-000716,PLUS-001129,480,53365278,near
PLUS,PLUS-000093,PLUS-001130,2996,91989541,near
PLUS,PLUS-000677,PLUS-001131,922,69372702,updated
PLUS,PLUS-000206,PLUS-001132,1135,82978165,exact
PLUS,PLUS-000835,PLUS-001133,829,44625815,exact
PLUS,PLUS-000064,PLUS-001134,244,41758221,near
PLUS,PLUS-000639,PLUS-001135,826,57712356,formatting
PLUS,PLUS-000398,PLUS-001136,1460,40299882,formatting
PLUS,PLUS-000832,PLUS-001137,684,13306687,exact
PLUS,PLUS-000474,PLUS-001138,2714,45474823,formatting
PLUS,PLUS-000434,PLUS-001139,1825,45151432,formatting
PLUS,PLUS-000186,PLUS-001140,2476,63287172,near
PLUS,PLUS-000944,PLUS-001141,831,76042903,near
PLUS,PLUS-000918,PLUS-001142,1859,29942284,formatting
PLUS,PLUS-000157,PLUS-001143,2035,95667481,exact
PLUS,PLUS-000947,PLUS-001144,2601,73339433,near
PLUS,PLUS-000932,PLUS-001145,2116,74547148,near
PLUS,PLUS-000668,PLUS-001146,899,45214814,formatting
PLUS,PLUS-000892,PLUS-001147,2781,49379157,exact
PLUS,PLUS-000012,PLUS-001148,209,10292428,exact
PLUS,PLUS-000513,PLUS-001149,2580,59887499,exact
PLUS,PLUS-000010,PLUS-001150,1934,80647142,updated
PLUS,PLUS-000083,PLUS-001151,2088,90233459,exact
PLUS,PLUS-000608,PLUS-001152,2299,77569898,formatting
PLUS,PLUS-000308,PLUS-001153,487,42835306,near
PLUS,PLUS-000652,PLUS-001154,555,43005188,formatting
PLUS,PLUS-001072,PLUS-001155,2300,72734318,formatting
PLUS,PLUS-000387,PLUS-001156,2400,31800010,updated
PLUS,PLUS-001013,PLUS-001157,2863,87754278,near
PLUS,PLUS-000159,PLUS-001158,1454,18037525,near
PLUS,PLUS-000895,PLUS-001159,2522,85251775,formatting
PLUS,PLUS-000833,PLUS-001160,593,75025705,near
PLUS,PLUS-000670,PLUS-001161,2672,74434188,exact
PLUS,PLUS-000657,PLUS-001162,1949,14817439,near
PLUS,PLUS-000686,PLUS-001163,2843,90268486,updated
PLUS,PLUS-000283,PLUS-001164,631,88536501,near
PLUS,PLUS-001114,PLUS-001165,1457,79718531,near
PLUS,PLUS-000231,PLUS-001166,1942,41071321,updated
PLUS,PLUS-000157,PLUS-001167,2035,95667481,formatting
PLUS,PLUS-000510,PLUS-001168,2434,42454583,near
PLUS,PLUS-000860,PLUS-001169,2272,29405087,formatting
PLUS,PLUS-000992,PLUS-001170,2538,75796428,formatting
PLUS,PLUS-000205,PLUS-001171,2587,45488502,exact
PLUS,PLUS-000299,PLUS-001172,2897,46389263,near
PLUS,PLUS-000178,PLUS-001173,1234,71631699,near
PLUS,PLUS-000243,PLUS-001174,394,87420166,near
PLUS,PLUS-000854,PLUS-001175,1488,56509909,formatting
PLUS,PLUS-000444,PLUS-001176,533,32395401,updated
PLUS,PLUS-001063,PLUS-001177,1725,25226934,updated
PLUS,PLUS-000147,PLUS-001178,266,89646079,near
PLUS,PLUS-000426,PLUS-001179,169,30036175,updated
PLUS,PLUS-000375,PLUS-001180,2486,17082790,updated
PLUS,PLUS-000154,PLUS-001181,1034,68833120,exact
PLUS,PLUS-000610,PLUS-001182,2421,60721412,formatting
PLUS,PLUS-000324,PLUS-001183,2779,13680680,near
PLUS,PLUS-000060,PLUS-001184,1482,93828732,formatting
PLUS,PLUS-000307,PLUS-001185,969,85127595,updated
PLUS,PLUS-000470,PLUS-001186,1067,42180102,formatting
PLUS,PLUS-000030,PLUS-001187,1697,46260563,near
PLUS,PLUS-000691,PLUS-001188,66,83609531,updated
PLUS,PLUS-000717,PLUS-001189,448,22388317,exact
PLUS,PLUS-000553,PLUS-001190,16,58852098,exact
PLUS,PLUS-000189,PLUS-001191,809,18158813,formatting
PLUS,PLUS-001101,PLUS-001192,1886,53246230,near
PLUS,PLUS-000698,PLUS-001193,2160,62089071,exact
PLUS,PLUS-000352,PLUS-001194,451,14456047,exact
PLUS,PLUS-000967,PLUS-001195,738,38852315,near
PLUS,PLUS-000404,PLUS-001196,1050,95121229,exact
PLUS,PLUS-000943,PLUS-001197,2166,17760673,exact
PLUS,PLUS-000021,PLUS-001198,23,12674689,formatting
PLUS,PLUS-000192,PLUS-001199,1439,57560131,near
PLUS,PLUS-000615,PLUS-001200,99,45064728,formatting
PLUS,PLUS-000826,PLUS-001201,1992,76161613,formatting
PLUS,PLUS-000044,PLUS-001202,1591,12827313,near
PLUS,PLUS-001015,PLUS-001203,1342,60968846,near
PLUS,PLUS-000289,PLUS-001204,861,34996513,exact
PLUS,PLUS-000498,PLUS-001205,772,64047337,near
PLUS,PLUS-000936,PLUS-001206,2936,78060314,updated
PLUS,PLUS-001076,PLUS-001207,1662,89362594,updated
PLUS,PLUS-000966,PLUS-001208,2690,52538666,formatting
PLUS,PLUS-000006,PLUS-001209,2913,50216471,updated
PLUS,PLUS-000260,PLUS-001210,2738,36970791,formatting
PLUS,PLUS-000646,PLUS-001211,343,54819596,near
PLUS,PLUS-000324,PLUS-001212,2779,13680680,near
PLUS,PLUS-000629,PLUS-001213,2431,35144726,formatting
PLUS,PLUS-001099,PLUS-001214,676,60984196,near
PLUS,PLUS-000111,PLUS-001215,1434,43800407,near
PLUS,PLUS-000714,PLUS-001216,477,32451247,near
PLUS,PLUS-001071,PLUS-001217,2360,82003695,near
PLUS,PLUS-000254,PLUS-001218,299,10852813,near
PLUS,PLUS-000128,PLUS-001219,2044,42400492,near
PLUS,PLUS-000862,PLUS-001220,2725,45346366,near
PLUS,PLUS-000535,PLUS-001221,382,62135687,updated
PLUS,PLUS-000513,PLUS-001222,2580,59887499,near
PLUS,PLUS-000748,PLUS-001223,204,44740194,exact
PLUS,PLUS-000494,PLUS-001224,2084,26497914,formatting
PLUS,PLUS-000501,PLUS-001225,968,67612764,updated
PLUS,PLUS-000971,PLUS-001226,1971,18612304,formatting
PLUS,PLUS-000828,PLUS-001227,2111,20969370,near
PLUS,PLUS-000256,PLUS-001228,2895,30947020,exact
PLUS,PLUS-001068,PLUS-001229,2445,15776720,formatting
PLUS,PLUS-000417,PLUS-001230,490,71791460,near
PLUS,PLUS-000457,PLUS-001231,1833,70640795,exact
PLUS,PLUS-000752,PLUS-001232,1606,82592239,near
PLUS,PLUS-000314,PLUS-001233,2115,13145430,formatting
PLUS,PLUS-000734,PLUS-001234,294,52951801,formatting
PLUS,PLUS-000648,PLUS-001235,2416,28443910,formatting
PLUS,PLUS-000277,PLUS-001236,2613,37762436,exact
PLUS,PLUS-000490,PLUS-001237,2090,78479889,formatting
PLUS,PLUS-000815,PLUS-001238,1537,75959809,near
PLUS,PLUS-000328,PLUS-001239,1948,43296039,formatting
PLUS,PLUS-001035,PLUS-001240,1735,99849459,near
PLUS,PLUS-000127,PLUS-001241,1899,93415939,near
PLUS,PLUS-000524,PLUS-001242,449,32095445,updated
PLUS,PLUS-001035,PLUS-001243,1735,99849459,updated
PLUS,PLUS-000185,PLUS-001244,2132,38186515,formatting
PLUS,PLUS-000532,PLUS-001245,1575,45616644,formatting
PLUS,PLUS-000433,PLUS-001246,2709,72895019,updated
PLUS,PLUS-000108,PLUS-001247,2778,56462427,near
PLUS,PLUS-000811,PLUS-001248,828,47586447,near
PLUS,PLUS-001055,PLUS-001249,701,36252609,updated
PLUS,PLUS-000393,PLUS-001250,257,70249712,exact
PLUS,PLUS-000108,PLUS-001251,2778,56462427,formatting
PLUS,PLUS-000392,PLUS-001252,2335,25725946,near
PLUS,PLUS-000079,PLUS-001253,412,34219451,near
PLUS,PLUS-000951,PLUS-001254,2327,67304369,near
PLUS,PLUS-000189,PLUS-001255,809,18158813,formatting
PLUS,PLUS-000846,PLUS-001256,2598,80075544,formatting
PLUS,PLUS-000392,PLUS-001257,2335,25725946,formatting
PLUS,PLUS-000886,PLUS-001258,1954,30833313,near
PLUS,PLUS-000719,PLUS-001259,329,58638387,near
PLUS,PLUS-000882,PLUS-001260,2841,13619039,near
PLUS,PLUS-000155,PLUS-001261,2005,91037151,exact
PLUS,PLUS-000922,PLUS-001262,163,78870570,updated
PLUS,PLUS-000946,PLUS-001263,103,54269149,near
PLUS,PLUS-000645,PLUS-001264,2905,69200912,updated
PLUS,PLUS-000998,PLUS-001265,107,92147935,near
PLUS,PLUS-000539,PLUS-001266,1451,31183862,exact
PLUS,PLUS-001047,PLUS-001267,1105,39652877,formatting
PLUS,PLUS-000673,PLUS-001268,1807,33608547,formatting
PLUS,PLUS-000811,PLUS-001269,828,47586447,near
PLUS,PLUS-000947,PLUS-001270,2601,73339433,exact
PLUS,PLUS-001048,PLUS-001271,1574,82987126,formatting
PLUS,PLUS-000163,PLUS-001272,1472,71524281,exact
PLUS,PLUS-000414,PLUS-001273,1875,10502052,formatting
PLUS,PLUS-000114,PLUS-001274,1154,90102255,formatting
PLUS,PLUS-000973,PLUS-001275,1838,46069270,formatting
PLUS,PLUS-000552,PLUS-001276,2978,66844852,near
PLUS,PLUS-000386,PLUS-001277,2169,38710184,near
PLUS,PLUS-000491,PLUS-001278,519,89984645,exact
PLUS,PLUS-000187,PLUS-001279,2232,18537725,exact
PLUS,PLUS-000310,PLUS-001280,1322,86828416,near
PLUS,PLUS-000672,PLUS-001281,2693,92747419,exact
PLUS,PLUS-000487,PLUS-001282,810,85272184,exact
PLUS,PLUS-000952,PLUS-001283,361,90410541,near
PLUS,PLUS-000521,PLUS-001284,615,87169073,near
PLUS,PLUS-000681,PLUS-001285,759,49734257,near
PLUS,PLUS-000203,PLUS-001286,672,83206688,exact
PLUS,PLUS-000121,PLUS-001287,1692,62193650,near
PLUS,PLUS-000219,PLUS-001288,2307,14708370,updated
PLUS,PLUS-000657,PLUS-001289,1949,14817439,updated
PLUS,PLUS-000772,PLUS-001290,673,37448673,near
PLUS,PLUS-000192,PLUS-001291,1439,57560131,formatting
PLUS,PLUS-001115,PLUS-001292,1916,78564064,near
PLUS,PLUS-000709,PLUS-001293,986,90267569,near
PLUS,PLUS-000234,PLUS-001294,884,60850210,near
PLUS,PLUS-000464,PLUS-001295,2611,65632441,formatting
PLUS,PLUS-000761,PLUS-001296,2743,61335115,exact
PLUS,PLUS-000854,PLUS-001297,1488,56509909,updated
PLUS,PLUS-001074,PLUS-001298,1524,68802124,formatting
PLUS,PLUS-000972,PLUS-001299,139,62904575,formatting
PLUS,PLUS-000166,PLUS-001300,1194,60524625,exact
PLUS,PLUS-000971,PLUS-001301,1971,18612304,formatting
PLUS,PLUS-000160,PLUS-001302,2140,49707312,near
PLUS,PLUS-000919,PLUS-001303,1208,88931606,exact
PLUS,PLUS-000588,PLUS-001304,130,45827376,updated
PLUS,PLUS-000044,PLUS-001305,1591,12827313,exact
PLUS,PLUS-000247,PLUS-001306,45,48468887,formatting
PLUS,PLUS-000122,PLUS-001307,1359,98451307,updated
PLUS,PLUS-000350,PLUS-001308,1627,75817532,near
PLUS,PLUS-000155,PLUS-001309,2005,91037151,updated
PLUS,PLUS-000029,PLUS-001310,2217,73913779,exact
PLUS,PLUS-000109,PLUS-001311,165,33392072,updated
PLUS,PLUS-000460,PLUS-001312,2438,89161407,exact
PLUS,PLUS-000556,PLUS-001313,1274,87636397,exact
PLUS,PLUS-000419,PLUS-001314,2180,24219003,formatting
PLUS,PLUS-000511,PLUS-001315,2285,21276223,exact
PLUS,PLUS-001066,PLUS-001316,1958,23582811,exact
PLUS,PLUS-001080,PLUS-001317,763,32653778,exact
PLUS,PLUS-000046,PLUS-001318,1768,43402877,updated
PLUS,PLUS-000767,PLUS-001319,1286,27409552,updated
PLUS,PLUS-000056,PLUS-001320,777,51964629,updated
PLUS,PLUS-000677,PLUS-001321,922,69372702,formatting
PLUS,PLUS-000889,PLUS-001322,447,95031405,exact
PLUS,PLUS-000268,PLUS-001323,385,61617675,updated
PLUS,PLUS-000760,PLUS-001324,1732,41635154,near
PLUS,PLUS-000331,PLUS-001325,2001,69686509,near
PLUS,PLUS-000549,PLUS-001326,2266,65001524,exact
PLUS,PLUS-000781,PLUS-001327,2540,19607241,formatting
PLUS,PLUS-000007,PLUS-001328,1260,12782247,updated
PLUS,PLUS-000155,PLUS-001329,2005,91037151,formatting
PLUS,PLUS-000396,PLUS-001330,562,33630872,updated
PLUS,PLUS-000860,PLUS-001331,2272,29405087,near
PLUS,PLUS-000585,PLUS-001332,721,47767869,formatting
PLUS,PLUS-000070,PLUS-001333,69,11101134,formatting
PLUS,PLUS-000590,PLUS-001334,437,43318451,formatting
PLUS,PLUS-000627,PLUS-001335,1414,89868447,updated
PLUS,PLUS-000136,PLUS-001336,2334,10853065,near
PLUS,PLUS-001103,PLUS-001337,2364,30065669,formatting
PLUS,PLUS-000496,PLUS-001338,1802,80854964,near
PLUS,PLUS-000204,PLUS-001339,2534,14305217,exact
PLUS,PLUS-000873,PLUS-001340,1761,86938012,near
PLUS,PLUS-000112,PLUS-001341,740,97108374,near
PLUS,PLUS-000675,PLUS-001342,2680,40214458,formatting
PLUS,PLUS-000666,PLUS-001343,1010,90224792,exact
PLUS,PLUS-000814,PLUS-001344,1254,37852975,exact
PLUS,PLUS-000125,PLUS-001345,383,47117787,near
PLUS,PLUS-000247,PLUS-001346,45,48468887,updated
PLUS,PLUS-000422,PLUS-001347,2944,35444694,near
PLUS,PLUS-000479,PLUS-001348,1450,68239787,exact
PLUS,PLUS-000557,PLUS-001349,339,71195665,formatting
PLUS,PLUS-000467,PLUS-001350,1236,30858205,near
PLUS,PLUS-001053,PLUS-001351,2047,25012106,exact
PLUS,PLUS-000088,PLUS-001352,2126,88733055,near
PLUS,PLUS-001076,PLUS-001353,1662,89362594,updated
PLUS,PLUS-000368,PLUS-001354,833,32493148,near
PLUS,PLUS-000071,PLUS-001355,2042,59079312,near
PLUS,PLUS-000946,PLUS-001356,103,54269149,near
PLUS,PLUS-000717,PLUS-001357,448,22388317,exact
PLUS,PLUS-000735,PLUS-001358,2248,22100825,exact
PLUS,PLUS-000991,PLUS-001359,854,95510088,updated
PLUS,PLUS-000069,PLUS-001360,1714,28067677,updated
PLUS,PLUS-000431,PLUS-001361,2915,97499117,exact
PLUS,PLUS-000814,PLUS-001362,1254,37852975,formatting
PLUS,PLUS-000737,PLUS-001363,1306,32959320,exact
PLUS,PLUS-000144,PLUS-001364,1494,78313344,updated
PLUS,PLUS-000984,PLUS-001365,511,30448683,formatting
PLUS,PLUS-000739,PLUS-001366,82,92138779,near
PLUS,PLUS-000777,PLUS-001367,1282,31948898,exact
PLUS,PLUS-000968,PLUS-001368,2867,48662280,near
PLUS,PLUS-000408,PLUS-001369,1791,99548878,updated
PLUS,PLUS-000676,PLUS-001370,2999,48312600,formatting
PLUS,PLUS-000648,PLUS-001371,2416,28443910,formatting
PLUS,PLUS-001045,PLUS-001372,1173,91699111,formatting
PLUS,PLUS-000108,PLUS-001373,2778,56462427,formatting
PLUS,PLUS-001117,PLUS-001374,72,46953423,near
PLUS,PLUS-000598,PLUS-001375,159,91339562,exact
PLUS,PLUS-001107,PLUS-001376,2184,63606649,exact
PLUS,PLUS-000624,PLUS-001377,598,83012855,exact
PLUS,PLUS-000760,PLUS-001378,1732,41635154,formatting
PLUS,PLUS-000757,PLUS-001379,2256,96688443,formatting
PLUS,PLUS-000565,PLUS-001380,2242,12952658,near
PLUS,PLUS-000340,PLUS-001381,2010,95190598,formatting
PLUS,PLUS-000981,PLUS-001382,2789,37715114,exact
PLUS,PLUS-000449,PLUS-001383,1665,95120667,exact
PLUS,PLUS-000176,PLUS-001384,77,62731823,updated
PLUS,PLUS-000558,PLUS-001385,386,67022224,near
PLUS,PLUS-000936,PLUS-001386,2936,78060314,near
PLUS,PLUS-001057,PLUS-001387,1186,80973199,formatting
PLUS,PLUS-000198,PLUS-001388,1397,73841910,formatting
PLUS,PLUS-000927,PLUS-001389,2378,89797435,exact
PLUS,PLUS-000414,PLUS-001390,1875,10502052,formatting
PLUS,PLUS-000708,PLUS-001391,699,51105057,formatting
PLUS,PLUS-000026,PLUS-001392,1215,23488183,formatting
PLUS,PLUS-000547,PLUS-001393,1385,85306558,updated
PLUS,PLUS-000208,PLUS-001394,2770,78238599,updated
PLUS,PLUS-001030,PLUS-001395,2437,55583827,exact
PLUS,PLUS-000179,PLUS-001396,2466,79509204,near
PLUS,PLUS-000455,PLUS-001397,2391,56624300,near
PLUS,PLUS-000264,PLUS-001398,848,45668220,updated
PLUS,PLUS-000374,PLUS-001399,1214,31034531,near
PLUS,PLUS-000110,PLUS-001400,1704,67742815,formatting
PLUS,PLUS-000217,PLUS-001401,441,45545064,near
PLUS,PLUS-000588,PLUS-001402,130,45827376,formatting
PLUS,PLUS-000015,PLUS-001403,1823,26947996,near
PLUS,PLUS-000439,PLUS-001404,2674,15843117,near
PLUS,PLUS-000466,PLUS-001405,2192,68997676,updated
PLUS,PLUS-000333,PLUS-001406,468,87525372,near
PLUS,PLUS-000614,PLUS-001407,2403,70404159,formatting
PLUS,PLUS-000922,PLUS-001408,163,78870570,updated
PLUS,PLUS-000069,PLUS-001409,1714,28067677,near
PLUS,PLUS-000392,PLUS-001410,2335,25725946,near
PLUS,PLUS-000760,PLUS-001411,1732,41635154,formatting
PLUS,PLUS-000649,PLUS-001412,582,53305731,exact
PLUS,PLUS-000833,PLUS-001413,593,75025705,formatting
PLUS,PLUS-000886,PLUS-001414,1954,30833313,formatting
PLUS,PLUS-000089,PLUS-001415,1779,94650751,exact
PLUS,PLUS-000187,PLUS-001416,2232,18537725,updated
PLUS,PLUS-000008,PLUS-001417,1133,60057264,exact
PLUS,PLUS-000893,PLUS-001418,2061,72002380,formatting
PLUS,PLUS-000822,PLUS-001419,1184,43030672,near
PLUS,PLUS-000374,PLUS-001420,1214,31034531,exact
PLUS,PLUS-000837,PLUS-001421,176,12012537,near
PLUS,PLUS-000963,PLUS-001422,32,50998106,exact
PLUS,PLUS-000608,PLUS-001423,2299,77569898,near
PLUS,PLUS-000566,PLUS-001424,671,79250561,near
PLUS,PLUS-000327,PLUS-001425,428,25457874,formatting
TECH,TECH-000270,TECH-001126,562,33630872,formatting
TECH,TECH-000386,TECH-001127,1134,69002986,exact
TECH,TECH-000140,TECH-001128,2278,11083382,formatting
TECH,TECH-000661,TECH-001129,1699,48462628,near
TECH,TECH-000017,TECH-001130,2419,60204030,updated
TECH,TECH-000571,TECH-001131,638,20136881,formatting
TECH,TECH-000021,TECH-001132,1600,40676127,near
TECH,TECH-000097,TECH-001133,1701,63690535,formatting
TECH,TECH-000138,TECH-001134,2402,56675977,formatting
TECH,TECH-000496,TECH-001135,443,50545587,updated
TECH,TECH-000613,TECH-001136,599,17170147,updated
TECH,TECH-000577,TECH-001137,1980,14866710,formatting
TECH,TECH-000139,TECH-001138,519,89984645,formatting
TECH,TECH-000576,TECH-001139,2192,68997676,updated
TECH,TECH-001008,TECH-001140,1987,48373096,updated
TECH,TECH-000506,TECH-001141,2674,15843117,near
TECH,TECH-000571,TECH-001142,638,20136881,near
TECH,TECH-000117,TECH-001143,772,64047337,formatting
TECH,TECH-000159,TECH-001144,1215,23488183,formatting
TECH,TECH-000378,TECH-001145,1789,27697461,near
TECH,TECH-000254,TECH-001146,1324,72458202,formatting
TECH,TECH-000485,TECH-001147,2107,72768816,updated
TECH,TECH-000927,TECH-001148,2736,99338984,near
TECH,TECH-000861,TECH-001149,498,50546917,exact
TECH,TECH-000991,TECH-001150,1419,92509986,exact
TECH,TECH-000578,TECH-001151,2340,32046483,exact
TECH,TECH-000742,TECH-001152,172,91181404,near
TECH,TECH-000745,TECH-001153,2621,94271736,exact
TECH,TECH-000473,TECH-001154,83,71410640,near
TECH,TECH-000869,TECH-001155,487,42835306,near
TECH,TECH-000284,TECH-001156,212,77551168,near
TECH,TECH-000299,TECH-001157,616,70346785,near
TECH,TECH-000452,TECH-001158,2134,39930875,formatting
TECH,TECH-000648,TECH-001159,2255,67011369,exact
TECH,TECH-000301,TECH-001160,2295,46990787,near
TECH,TECH-000625,TECH-001161,913,68379988,updated
TECH,TECH-000075,TECH-001162,2117,70819026,updated
TECH,TECH-001059,TECH-001163,931,40971850,near
TECH,TECH-000568,TECH-001164,564,60564531,formatting
TECH,TECH-001116,TECH-001165,1010,90224792,exact
TECH,TECH-001086,TECH-001166,2541,78835811,formatting
TECH,TECH-000693,TECH-001167,2259,30513743,near
TECH,TECH-000023,TECH-001168,2805,20135658,near
TECH,TECH-000514,TECH-001169,1821,77431786,updated
TECH,TECH-001035,TECH-001170,2052,42724072,near
TECH,TECH-000484,TECH-001171,24,33535297,exact
TECH,TECH-000051,TECH-001172,1017,57535503,near
TECH,TECH-000039,TECH-001173,2860,62386745,exact
TECH,TECH-000146,TECH-001174,2849,99646907,formatting
TECH,TECH-000484,TECH-001175,24,33535297,formatting
TECH,TECH-000044,TECH-001176,1507,80019294,near
TECH,TECH-000314,TECH-001177,2230,21646351,exact
TECH,TECH-001055,TECH-001178,676,60984196,near
TECH,TECH-000330,TECH-001179,902,92455201,updated
TECH,TECH-000051,TECH-001180,1017,57535503,exact
TECH,TECH-001034,TECH-001181,2332,64387805,formatting
TECH,TECH-000395,TECH-001182,2270,37735363,formatting
TECH,TECH-000438,TECH-001183,1242,24651096,near
TECH,TECH-000228,TECH-001184,2287,19971406,exact
TECH,TECH-001052,TECH-001185,2643,76604568,near
TECH,TECH-000654,TECH-001186,2650,85614882,near
TECH,TECH-000555,TECH-001187,129,52057523,near
TECH,TECH-000298,TECH-001188,986,90267569,near
TECH,TECH-000654,TECH-001189,2650,85614882,near
TECH,TECH-000224,TECH-001190,448,22388317,updated
TECH,TECH-000230,TECH-001191,1270,82041503,updated
TECH,TECH-000789,TECH-001192,107,92147935,exact
TECH,TECH-001030,TECH-001193,997,70692728,near
TECH,TECH-000432,TECH-001194,1022,49353426,updated
TECH,TECH-000528,TECH-001195,2827,97389730,formatting
TECH,TECH-000730,TECH-001196,811,48226449,formatting
TECH,TECH-000586,TECH-001197,390,86140861,near
TECH,TECH-000494,TECH-001198,1267,50511614,exact
TECH,TECH-000686,TECH-001199,2985,76738801,formatting
TECH,TECH-000015,TECH-001200,491,46545801,updated
TECH,TECH-001049,TECH-001201,762,44065587,updated
TECH,TECH-000784,TECH-001202,731,31193066,exact
