canonical_person_id,canonical_full_name,canonical_national_id,canonical_phone,canonical_email,canonical_dob,canonical_gender,canonical_county,canonical_sub_county,canonical_ward,canonical_address
443,Kimani Kagwiria Omondi,50545587,077251670,kimani.omondi@gmail.com,1974-11-02,Female,Nyeri,Nyeri Town,Kiganjo/Mathari,"Plot 404, Lane 13, Kitisuru"
444,George Gitonga,24037331,011337475,george.gitonga@outlook.com,1997-11-13,Female,Bomet,Konoin,Boito,"House 358, Kasarani Drive, Moi Avenue"
445,Ann Mark Jebet,15971136,075218896,ann.jebet@gmail.com,2000-01-08,Male,Kilifi,Ganze,Sokoke,"Plot 161, Lane 5, Likoni"
446,Rweria Chepngeno,46771858,011876533,rweria.chepngeno@hotmail.com,1975-07-02,Male,Nakuru,Molo,Turi,"House 420, Limuru Avenue, Mugumo"
447,Alexander Chepkirui,95031405,072907848,alexander@gmail.com,1999-06-20,Female,Uasin Gishu,Turbo,Ngenyilel,"House 83, Mugumo Road, Uhuru"
448,Rimberia Omar,22388317,075993163,rimberia.omar@yahoo.com,1970-09-21,Male,Kakamega,Lugari,Mautuma,"Plot 56, Lane 17, Mugumo"
449,Opiyo Wambugu,32095445,070313795,opiyo.wambugu@yahoo.com,1996-08-11,Female,Kiambu,Githunguri,Ngewa,"Plot 237, Lane 6, Kilimani"
450,Mworoa Kipkirui Koross,36415300,071216815,mworoa.koross@gmail.com,2002-08-10,Female,Bungoma,Kimilili,Kibingei,"House 462, Juja Street, Juja"
451,Mogaka Mutisya Njuguna,14456047,076738457,mogaka.njuguna@hotmail.com,1960-09-17,Female,Kilifi,Kaloleni,Kayafungo,"Plot 452, Lane 2, Langata"
452,Adhiambo Barnabas Kinya,58537393,011169161,adhiambo.kinya@gmail.com,1975-09-04,Female,Nairobi,Kasarani,Kamulu,"Plot 330, Lane 5, Moi Avenue"
453,Gitobu Mutinda,44063535,076343847,gitobu.mutinda@gmail.com,2000-10-18,Male,Meru,Buuri,Kiirua/Naari,"House 68, Kikuyu Street, Jogoo"
454,Muema Githinji Omondi,25699847,070294106,muema.omondi@gmail.com,1951-12-17,Male,Kakamega,Shinyalu,Isukha West,"Plot 466, Lane 20, Lavington"
455,Aoko Saidimu,16357179,011606030,aoko.saidimu@gmail.com,1985-09-21,Male,Nairobi,Dagoretti South,Riruta,"House 427, Likoni Road, Kiambu Road"
456,Simon Mwania,99716761,076542584,simon.mwania@gmail.com,2003-07-12,Male,Nakuru,Nakuru Town West,Barut,"House 1, Langata Avenue, Mombasa Road"
457,Barnabas Barasa,93460620,076267044,barnabas.barasa@gmail.com,1969-04-18,Female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 401, Thika Superhighway Avenue, Ruaraka"
458,Joshua Ndunge,94699404,078705355,joshua.ndunge@yahoo.com,1965-05-03,Female,Kisumu,Kisumu East,Manyatta 'B',"Plot 402, Lane 11, Westlands"
459,Eunice Mueni Kamotho,31839746,072732457,eunice.kamotho@hotmail.com,1988-08-02,Male,Kilifi,Kaloleni,Kaloleni,"House 54, Jogoo Avenue, Thika"
460,Lois Okello,55925432,076388472,lois.okello@hotmail.com,1974-03-09,Male,Kilifi,Rabai,Ruruma,"Plot 471, Lane 11, Limuru"
461,Lilian Paul Mburu,85491870,010831921,lilian.mburu@outlook.com,1996-06-01,Male,Uasin Gishu,Ainabkoi,Kapsoya,"Plot 96, Lane 2, Kiambu Road"
462,Ojwang Matoke,51910609,078845932,ojwang.matoke@gmail.com,1996-03-26,Female,Kisumu,Seme,North Seme,"House 443, Garden Estate Avenue, Karen"
463,Mugo Eunice Kihumba,39766678,010292073,mugo.kihumba@gmail.com,1958-12-12,Female,Kakamega,Matungu,Khalaba,"Plot 272, Lane 9, Likoni"
464,Alexander Kamotho,54405710,075155651,alexander.kamotho@gmail.com,1976-01-13,Female,Nakuru,Subukia,Waseges,"House 187, Argwings Kodhek Street, Parklands"
465,Oduya Nahum Kiarie,62063088,071730222,oduya.kiarie@hotmail.com,2002-05-23,Male,Bomet,Bomet Central,Silibwet Township,"Plot 325, Lane 20, Limuru"
466,Edward Musila,16814758,071435027,edward.musila@gmail.com,1995-03-12,Male,Bomet,Konoin,Mogogosiek,"Plot 17, Lane 2, Ngong Road"
467,Leshan Katua,37281556,011707102,leshan.katua@gmail.com,1981-01-07,Male,Kakamega,Butere,Marama West,"House 154, Westlands Road, Kasarani"
468,Anna Onsongo,87525372,070775414,anna.onsongo@gmail.com,1999-09-02,Male,Nairobi,Lang'ata,South C,"House 23, Kangundo Street, Kenyatta"
469,Cherono Kimeu Kipsang,31566119,010464840,cherono.kipsang@outlook.com,1996-07-11,Female,Kiambu,Limuru,Limuru Central,"Plot 236, Lane 6, Kileleshwa"
470,Onsongo Mwangi,82613651,078534115,onsongo.mwangi@yahoo.com,1983-02-03,Female,Kakamega,Ikolomani,Idakho North,"House 145, Thika Avenue, Mugumo"
471,Jane Mcharo,34049258,011108882,jane.mcharo@hotmail.com,1992-09-06,Male,Nairobi,Lang'ata,South C,"House 1, Kitisuru Road, Thika"
472,Thomas Simiyu Kaimenyi,25041051,078557735,thomas.kaimenyi@gmail.com,1986-02-24,Male,Uasin Gishu,Moiben,Moiben,"House 361, Kangundo Drive, Limuru"
473,Adhiambo Zephaniah Mwakisha,28535751,072857472,adhiambo.mwakisha@outlook.com,1987-09-07,Female,Uasin Gishu,Kapseret,Megun,"House 340, Langata Road, Thika"
474,Njuguna Akinyi Kimutai,47178071,011829681,njuguna.kimutai@gmail.com,1956-08-16,Male,Nakuru,Bahati,Dundori,"Plot 368, Lane 5, Lenana"
475,Naliaka Bett,27719312,011174488,naliaka.bett@yahoo.com,2004-02-14,Female,Machakos,Matungulu,Tala,"House 194, Kangundo Road, Waiyaki"
476,Jane Omondi Onsongo,59243476,076684245,jane.onsongo@hotmail.com,1964-07-15,Male,Bomet,Sotik,Rongena/Manaret,"Plot 477, Lane 19, River Road"
477,Esther Martha Kariuki,32451247,077298991,esther.kariuki@gmail.com,1988-02-03,Female,Nakuru,Bahati,Kiamaina,"Plot 341, Lane 11, Likoni"
478,Ondieki Akinyi,42134668,072855148,ondieki.akinyi@hotmail.com,1996-03-12,Female,Machakos,Kathiani,Kathiani Central,"House 134, Langata Road, Moi Avenue"
479,Janet Mutua,46004061,011909593,janet.mutua@hotmail.com,1962-04-12,Female,Bomet,Bomet Central,Singorwet,"Plot 202, Lane 20, Jogoo"
480,Mulwa Chepkirui Musila,53365278,011489247,mulwa.musila@yahoo.com,1995-03-04,Female,Nyeri,Kieni,Mweiga,"Plot 70, Lane 19, Jogoo"
481,Gilbert Teresa Kanampiu,40333941,071813733,gilbert.kanampiu@hotmail.com,2003-12-04,Male,Mombasa,Likoni,Bofu,"Plot 478, Lane 12, Kiambu"
482,Edith Achieng,31958106,010955499,edith.achieng@yahoo.com,1971-06-24,Male,Kilifi,Kilifi South,Chasimba,"Plot 68, Lane 13, Juja"
483,Haggai Mwakisha,14881035,070259365,haggai.mwakisha@gmail.com,1985-02-10,Female,Kiambu,Limuru,Limuru Central,"House 14, Ruiru Street, Uhuru"
484,Syombua Senteu,75047236,011358087,syombua.senteu@gmail.com,2000-06-27,Male,Trans Nzoia,Endebess,Chepchoina,"House 78, Kiambu Drive, Limuru"
485,Alice Nganga,14665196,077516385,alice.nganga@gmail.com,2005-01-17,Female,Kiambu,Lari,Kamburu,"Plot 414, Lane 7, Outering"
486,Barnabas Naliaka,74220011,073440065,barnabas.naliaka@gmail.com,1982-04-23,Female,Turkana,Turkana West,Lopur,"Plot 325, Lane 20, Kitisuru"
487,Akinyi Isaiah Mutai,42835306,071996620,akinyi.mutai@yahoo.com,1973-11-26,Female,Mombasa,Changamwe,Chaani,"Plot 343, Lane 18, Ruaraka"
488,Thomas Mwirigi Cheruiyot,73906952,070479093,thomas.cheruiyot@gmail.com,1990-11-22,Female,Nairobi,Westlands,Mountain View,"Plot 40, Lane 11, Westlands"
489,Kiprop Florence Maina,31246090,010115633,kiprop.maina@gmail.com,1970-03-24,Male,Machakos,Mavoko,Muthwani,"Plot 293, Lane 14, Ngong"
490,Timothy Mwakideu,71791460,075829235,timothy.mwakideu@yahoo.com,1984-11-18,Female,Kakamega,Matungu,Kholera,"House 60, Waiyaki Drive, Ngong"
491,Ruth Onsongo,46545801,074690390,ruth.onsongo@yahoo.com,1964-01-23,Male,Nairobi,Dagoretti North,Kileleshwa,"Plot 203, Lane 18, Athi River"
492,Kimani John Mwikali,39607195,077308855,kimani.mwikali@gmail.com,2001-10-14,Male,Uasin Gishu,Ainabkoi,Racecourse,"House 452, Parklands Avenue, Ruiru"
493,Mutheu Okello Nduku,52146187,079404066,mutheu.nduku@hotmail.com,1979-10-25,Female,Nakuru,Molo,Turi,"Plot 337, Lane 10, Likoni"
494,Gakunyi Awiti,46190360,076376608,gakunyi.awiti@gmail.com,1989-12-18,Female,Kiambu,Ruiru,Gatong'ora,"Plot 216, Lane 16, Outering"
495,Isaiah Haggai Kipkorir,56673900,073401009,isaiah.kipkorir@yahoo.com,1967-08-26,Male,Uasin Gishu,Turbo,Ngenyilel,"Plot 22, Lane 19, Mugumo"
496,Deborah Muthuri,62560511,073446834,deborah.muthuri@yahoo.com,1991-01-18,Female,Bomet,Sotik,Chemagel,"House 134, Karen Avenue, Westlands"
497,Cherono Mcharo,14494343,073304370,cherono.mcharo@gmail.com,1983-04-21,Female,Nairobi,Dagoretti South,Ngando,"House 259, Juja Drive, Likoni"
498,Caroline Wachira Nekesa,50546917,073982347,caroline.nekesa@gmail.com,1994-06-02,Male,Kiambu,Kikuyu,Nachu,"Plot 174, Lane 11, River Road"
499,Ongeri Gitonga Njoroge,64799954,077562393,ongeri.njoroge@gmail.com,1982-07-26,Male,Mombasa,Changamwe,Airport,"Plot 398, Lane 20, Kiambu"
500,Kanampiu Athman,27691237,070233227,kanampiu.athman@yahoo.com,2000-10-26,Male,Meru,Igembe South,Mau/Antuamburi,"House 84, Athi River Street, Limuru"
501,Muthuri Cecilia Wachira,40519769,078562113,muthuri.wachira@gmail.com,1980-06-17,Male,Nyeri,Tetu,Wamagana,"Plot 307, Lane 19, Kiambu Road"
502,Otieno Gikonyo,78922513,070347155,otieno.gikonyo@yahoo.com,1970-12-20,Male,Nairobi,Westlands,Mountain View,"House 150, Kilimani Street, Ruaraka"
503,Ondieki Chebet Mworoa,12880851,075998792,ondieki.mworoa@gmail.com,1992-07-22,Male,Nakuru,Kuresoi South,Tinet,"House 379, Ngong Street, Ngong"
504,Okoth Bett,52039919,073926301,okoth.bett@yahoo.com,1985-03-13,Female,Kakamega,Matungu,Kholera,"Plot 120, Lane 15, Likoni"
505,Cherono Waithera,25706912,071438249,cherono.waithera@hotmail.com,1982-04-02,Female,Nairobi,Dagoretti South,Riruta,"Plot 224, Lane 5, Langata"
506,Mutisya Anyango,39935290,010664458,mutisya.anyango@outlook.com,1999-09-28,Male,Nyeri,Nyeri Town,Kamakwa/Mukaro,"House 91, Westlands Road, Parklands"
507,Philemon Silas Kipkorir,17850078,076424328,philemon.kipkorir@hotmail.com,1990-11-01,Male,Nairobi,Lang'ata,Nairobi West,"House 227, Outering Drive, Ruaraka"
508,Wamalwa Simon Bett,29438830,072178751,wamalwa.bett@gmail.com,2004-01-10,Male,Kiambu,Githunguri,Githiga,"Plot 376, Lane 17, Mombasa Road"
509,Wanjiru Wandera,32560859,011102234,wanjiru.wandera@gmail.com,1979-03-18,Female,Nakuru,Naivasha,Maai Mahiu,"Plot 2, Lane 2, Kileleshwa"
510,Teresa Mokua Olela,40486002,072984826,teresa.olela@yahoo.com,1991-09-20,Male,Trans Nzoia,Endebess,Chepchoina,"House 461, Kangundo Avenue, Likoni"
511,Kasina Awiti,30448683,071805719,kasina.awiti@yahoo.com,2002-06-06,Male,Mombasa,Likoni,Mtongwe,"House 167, Thika Superhighway Road, Kangundo"
512,Moses Vincent Chepkwony,25673796,077627609,moses.chepkwony@yahoo.com,1988-10-28,Male,Kisumu,Kisumu West,North Kisumu,"House 92, Argwings Kodhek Road, Ruaraka"
513,Nahum Munyori,31811407,075441993,nahum.munyori@gmail.com,1987-11-01,Female,Bungoma,Kanduyi,Khalaba,"House 138, Kitisuru Street, Juja"
514,Alexander Sophia Masinde,35976666,011737809,alexander.masinde@outlook.com,1956-08-08,Female,Nakuru,Gilgil,Malewa West,"Plot 376, Lane 18, River Road"
515,Jepchumba Lois Mulwa,48906764,078731063,jepchumba.mulwa@hotmail.com,2003-05-18,Female,Kilifi,Kaloleni,Mwanamwinga,"House 285, Langata Street, Mugumo"
516,Nyambura Mugo Wachira,56293495,011509340,nyambura.wachira@outlook.com,1986-10-12,Female,Machakos,Machakos Town,Mua,"Plot 50, Lane 19, Mombasa Road"
517,Alice Chepkorir,26492036,070342143,alice.chepkorir@gmail.com,2002-05-05,Male,Uasin Gishu,Soy,Segero/Barsombe,"Plot 341, Lane 14, Jogoo"
518,Mulwa Wangari Opiyo,54531458,073325920,mulwa.opiyo@hotmail.com,1969-01-09,Male,Mombasa,Nyali,Kongowea,"House 148, Waiyaki Avenue, Kasarani"
519,Wafula Omondi,89984645,070103485,wafula.omondi@outlook.com,1988-02-28,Male,Nairobi,Kasarani,Njiru,"House 325, Moi Avenue Drive, Kiambu"
520,Alexander Mbuthia,53982040,077486131,alexander.mbuthia@yahoo.com,1971-01-17,Male,Nyeri,Tetu,Aguthi/Gaaki,"Plot 133, Lane 10, Parklands"
521,Harun Kilonzo Akinyi,14918680,075342606,harun.akinyi@gmail.com,1971-02-17,Female,Kiambu,Kiambu,Ting'ang'a,"House 423, Ngong Street, Moi Avenue"
522,John Kaloki Tsuma,26405048,077825100,john.tsuma@gmail.com,1990-06-24,Male,Kiambu,Kikuyu,Kinoo,"House 290, Kileleshwa Avenue, Outering"
523,Momanyi Auma,28327661,079733970,momanyi.auma@yahoo.com,1976-07-09,Female,Turkana,Turkana Central,Kerio Delta,"Plot 58, Lane 20, Lavington"
524,Rweria Zephaniah Mutai,79350676,074749334,rweria.mutai@outlook.com,1978-12-15,Male,Uasin Gishu,Ainabkoi,Kaptagat,"House 422, Garden Estate Drive, Lenana"
525,Brenda Gilbert Gitobu,20999047,077115087,brenda.gitobu@hotmail.com,1974-05-11,Female,Kilifi,Magarini,Gongoni,"House 255, Karen Street, Uhuru"
526,Silas Peace Mungai,87368164,070960950,silas.mungai@gmail.com,1979-12-19,Female,Uasin Gishu,Turbo,Ngenyilel,"Plot 296, Lane 11, Athi River"
527,Kiprotich Namukhula Mwakideu,26355844,079352844,kiprotich.mwakideu@outlook.com,1995-09-05,Male,Nyeri,Othaya,Chinga,"Plot 179, Lane 14, Kiambu Road"
528,Michael Mohamed,81260169,077315630,michael.mohamed@gmail.com,1999-02-07,Male,Machakos,Yatta,Katangi,"Plot 108, Lane 20, Moi Avenue"
529,Ezekiel Stephen Kanampiu,25527671,071498281,ezekiel.kanampiu@gmail.com,1989-01-22,Male,Nairobi,Kibra,Lindi,"Plot 94, Lane 6, Ruaraka"
530,Nanjala Mitei,71985395,075765432,nanjala.mitei@hotmail.com,1997-11-10,Male,Kakamega,Butere,Marama West,"Plot 20, Lane 18, Ruiru"
531,Brenda Olela,89453898,075932828,brenda.olela@gmail.com,2002-01-14,Male,Mombasa,Kisauni,Mjambere,"Plot 259, Lane 9, Kikuyu"
532,Simiyu Kanampiu Olela,14713027,073419885,simiyu.olela@hotmail.com,1988-02-17,Male,Mombasa,Likoni,Likoni,"Plot 263, Lane 8, Argwings Kodhek"
533,Chepkorir Muthuri Rotich,32395401,070374691,chepkorir.rotich@gmail.com,1990-04-03,Male,Uasin Gishu,Kesses,Tulwet/Chuiyat,"Plot 69, Lane 9, Athi River"
534,Wanyonyi Kimutai,29353979,011390505,wanyonyi.kimutai@yahoo.com,1984-12-18,Female,Mombasa,Mvita,Shimanzi,"Plot 105, Lane 12, Likoni"
535,Nokun Chepkirui,23316648,011500013,nokun.chepkirui@gmail.com,1972-07-15,Male,Machakos,Mavoko,Athi River,"Plot 17, Lane 8, Lavington"
536,Amos Nyambura Wafula,13489239,011583807,amos.wafula@gmail.com,1973-01-21,Male,Mombasa,Jomvu,Jomvu Kuu,"House 277, Kileleshwa Road, Karen"
537,Diana Nokun Mwangi,42867023,076156406,diana.mwangi@hotmail.com,1990-05-10,Male,Nyeri,Kieni,Naromoru/Kiamathaga,"House 48, Lenana Road, Kiambu"
538,Mwende Muthoka,57395265,075198957,mwende.muthoka@gmail.com,1994-11-15,Male,Uasin Gishu,Moiben,Tembelio,"House 177, Thika Avenue, Jogoo"
539,Kagendo Kebaso,78946993,010541766,kagendo.kebaso@gmail.com,2006-01-17,Female,Kisumu,Kisumu Central,Nyalenda 'B',"House 262, Kenyatta Drive, Kitisuru"
540,Mwania Ongeri Kivuva,47393393,078382083,mwania.kivuva@yahoo.com,2002-01-17,Male,Nairobi,Dagoretti North,Kileleshwa,"Plot 222, Lane 1, Jogoo"
541,Haggai Mbaka Chepngeno,64130831,077350895,haggai.chepngeno@yahoo.com,1962-09-19,Male,Bungoma,Sirisia,Namwela,"House 208, Kenyatta Road, Ruiru"
542,Cecilia Mwendwa,50292372,078983577,cecilia.mwendwa@hotmail.com,1989-09-14,Male,Mombasa,Kisauni,Mtopanga,"Plot 26, Lane 20, Lavington"
543,Pauline Kihika,51479441,072119053,pauline.kihika@gmail.com,1998-01-03,Female,Nakuru,Kuresoi North,Nyota,"Plot 211, Lane 11, Likoni"
544,Jepchumba Hassan,22294633,011631623,jepchumba.hassan@gmail.com,1991-08-20,Male,Trans Nzoia,Saboti,Kinyoro,"Plot 73, Lane 12, River Road"
545,Ojwang Otieno,85163764,072678457,ojwang.otieno@outlook.com,1992-07-03,Female,Uasin Gishu,Kesses,Tulwet/Chuiyat,"House 147, Argwings Kodhek Drive, Kitisuru"
546,Ojwang Mutua Wangari,36911168,072695379,ojwang.wangari@outlook.com,1966-06-03,Female,Nairobi,Kasarani,Kasarani,"Plot 6, Lane 14, Lenana"
547,Adoyo Thomas Kipsang,77004252,011879638,adoyo.kipsang@outlook.com,1998-05-16,Male,Kilifi,Kaloleni,Kayafungo,"Plot 216, Lane 14, Garden Estate"
548,Kipchumba Masinde,93403051,077528626,kipchumba.masinde@hotmail.com,1995-05-26,Male,Uasin Gishu,Ainabkoi,Racecourse,"Plot 297, Lane 7, Limuru"
549,Jane Wadada,83508869,072215828,jane.wadada@gmail.com,1990-05-20,Female,Meru,North Imenti,Kithirune,"House 295, Argwings Kodhek Road, Kenyatta"
550,Dennis Peace Adoyo,88753507,011401465,dennis.adoyo@yahoo.com,1986-12-03,Male,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 208, Lane 1, Kitisuru"
551,Brian Bett,80852543,076104394,brian.bett@outlook.com,1983-12-24,Male,Machakos,Yatta,Ikombe,"Plot 104, Lane 7, Kilimani"
552,Rachel Karanja,24087799,010894474,rachel.karanja@gmail.com,1982-06-22,Female,Meru,Igembe South,Athiru Gaiti,"House 433, Kileleshwa Drive, Mombasa Road"
553,Aaron Kamotho,90362099,011158969,aaron.kamotho@outlook.com,2000-02-14,Male,Nairobi,Kasarani,Ruai,"Plot 428, Lane 7, Kangundo"
554,Mwangi Mwakideu,83691032,075922480,mwangi.mwakideu@gmail.com,1970-01-06,Female,Machakos,Kangundo,Kangundo East,"House 110, Ngong Street, Thika"
555,Simon Ngeno,43005188,079990979,simon.ngeno@hotmail.com,1978-03-03,Male,Nakuru,Nakuru Town West,Kaptembwo,"Plot 199, Lane 16, Kiambu"
556,Ondieki Simiyu Gichuru,67054128,079948684,ondieki.gichuru@outlook.com,1964-04-02,Male,Nairobi,Dagoretti South,Mutuini,"Plot 369, Lane 18, Kangundo"
557,Jonah Jepkorir Muthoka,75845066,078960107,jonah.muthoka@outlook.com,1990-02-11,Female,Mombasa,Likoni,Bofu,"Plot 71, Lane 3, Ruiru"
558,Dorothy Mbaka Maina,68402385,011874001,dorothy.maina@outlook.com,1979-08-15,Male,Nairobi,Dagoretti South,Mutuini,"Plot 14, Lane 2, Kileleshwa"
559,Catherine Wabomba,50495382,078987804,catherine.wabomba@gmail.com,1973-01-06,Male,Kisumu,Kisumu Central,Shauri Moyo,"House 207, River Road Drive, Thika Superhighway"
560,Mutheu Jonathan Kiprono,73872605,076825225,mutheu.kiprono@gmail.com,1968-09-14,Male,Meru,Central Imenti,Kathonzweni,"Plot 409, Lane 17, Kitisuru"
561,Jane David Lubanga,90018084,077549906,jane.lubanga@hotmail.com,1965-11-21,Male,Meru,Buuri,Ruiri/Rwarera,"Plot 257, Lane 15, Kangundo"
562,Robert Odhiambo Musalia,33630872,072774721,robert.musalia@gmail.com,2000-08-27,Male,Kakamega,Ikolomani,Idakho Central,"Plot 55, Lane 2, Ruaraka"
563,Syombua Wangari,65459928,079933317,syombua.wangari@yahoo.com,2005-05-06,Male,Machakos,Kathiani,Lower Kaewa/Iveti,"Plot 217, Lane 3, Kilimani"
564,Teresa Rimberia Opiyo,60564531,079334751,teresa.opiyo@hotmail.com,1968-10-09,Female,Bungoma,Webuye West,Matulo,"Plot 277, Lane 19, Mugumo"
565,Agnes Khaemba Nganga,62025032,073464969,agnes.nganga@yahoo.com,1995-07-02,Male,Nairobi,Lang'ata,South C,"Plot 331, Lane 6, River Road"
566,Jane Hannah Otula,65402833,070277886,jane.otula@gmail.com,2005-02-19,Male,Bomet,Chepalungu,Siongiroi,"House 96, Lavington Avenue, Limuru"
567,Joshua Nicholas Ndegwa,97506740,011447482,joshua.ndegwa@gmail.com,1952-12-08,Male,Turkana,Turkana Central,Kalokol,"Plot 438, Lane 17, Langata"
568,Namukhula Macharia,46167085,011383349,namukhula.macharia@gmail.com,1953-06-25,Male,Uasin Gishu,Moiben,Sergoit,"Plot 74, Lane 16, Ruiru"
569,Michael Mitei,23125005,079238872,michael.mitei@gmail.com,1989-02-16,Female,Kakamega,Shinyalu,Isukha South,"Plot 243, Lane 17, Jogoo"
570,Kiprop Jebiwott Mukhwana,24212949,071471020,kiprop.mukhwana@yahoo.com,1964-06-04,Female,Kiambu,Kabete,Muguga,"Plot 154, Lane 2, Kileleshwa"
571,Agnes Kaloki Ndunda,10996386,074909144,agnes.ndunda@yahoo.com,1979-11-13,Female,Kilifi,Kilifi South,Mwarakaya,"Plot 302, Lane 18, Limuru"
572,Cecilia Odhiambo,53035439,011558482,cecilia.odhiambo@outlook.com,1978-03-01,Male,Meru,Tigania East,Karama,"Plot 338, Lane 6, Thika"
573,Alexander Odhiambo,50248639,077280463,alexander.odhiambo@yahoo.com,1997-03-21,Female,Nairobi,Dagoretti North,Kawangware,"Plot 45, Lane 19, Jogoo"
574,Rebecca Onyango Mwania,74050584,074778445,rebecca.mwania@gmail.com,1979-01-24,Male,Bungoma,Bumula,Bumula,"House 276, Lenana Street, Ngong"
575,Rimberia Jane Mutua,17367600,077557102,rimberia.mutua@hotmail.com,1977-09-23,Female,Bomet,Sotik,Ndanai/Abosi,"Plot 238, Lane 9, Langata"
576,Florence Kasina Kiprotich,23306584,076465917,florence.kiprotich@gmail.com,1957-12-07,Male,Mombasa,Nyali,Kongowea,"Plot 186, Lane 14, Thika Superhighway"
577,Amos Ngeno,35338379,072414341,amos.ngeno@yahoo.com,1999-09-08,Male,Kakamega,Butere,Marama North,"Plot 87, Lane 12, Ruaraka"
578,Wambugu Khaemba,33213842,073640769,wambugu.khaemba@gmail.com,1960-01-01,Female,Uasin Gishu,Turbo,Huruma,"House 247, Ngong Road Avenue, Kiambu Road"
579,Judith Kerubo Wandera,71151032,078647933,judith.wandera@gmail.com,1984-12-13,Female,Nairobi,Lang'ata,Mugumu-ini,"Plot 459, Lane 15, Kenyatta"
580,Nekesa Kariuki,51347842,075143001,nekesa.kariuki@yahoo.com,1991-07-01,Male,Nakuru,Rongai,Visoi,"Plot 18, Lane 2, Uhuru"
581,Nabwire Rimberia,34566728,011292319,nabwire.rimberia@gmail.com,1969-10-21,Female,Nakuru,Nakuru Town West,Rhoda,"Plot 232, Lane 17, Outering"
582,John Musyimi,53305731,070984832,john.musyimi@yahoo.com,1980-02-23,Male,Mombasa,Kisauni,Mtopanga,"Plot 443, Lane 15, Kasarani"
583,Joel Gikonyo,66194219,011438541,joel.gikonyo@hotmail.com,1985-04-15,Male,Nairobi,Kasarani,Clay City,"House 422, Kasarani Avenue, Uhuru"
584,Gathoni Chepkirui,18524087,079456493,gathoni.chepkirui@outlook.com,1970-05-20,Female,Kisumu,Kisumu Central,Kaloleni,"House 381, Garden Estate Street, Outering"
585,Brenda Leshan,16953155,071498053,brenda.leshan@yahoo.com,1996-12-22,Female,Nairobi,Kasarani,Ruai,"Plot 1, Lane 15, Ngong Road"
586,Kipchirchir Kipsang Mutua,90616304,076676997,kipchirchir.mutua@gmail.com,1962-05-27,Female,Kisumu,Nyakach,South West Nyakach,"Plot 76, Lane 19, Athi River"
587,Aaron Mwangi Musyoka,84822264,070656147,aaron.musyoka@gmail.com,2004-08-02,Male,Uasin Gishu,Turbo,Kiplombe,"Plot 144, Lane 11, Kenyatta"
588,Mutinda Mwikali,88593456,071263798,mutinda.mwikali@hotmail.com,1975-03-18,Female,Trans Nzoia,Cherangany,Motosi,"House 128, River Road Drive, Kilimani"
589,Kagwiria Mokua Baya,63701561,011385188,kagwiria.baya@outlook.com,1971-02-12,Female,Nyeri,Mukurweini,Mukurwe-ini Central,"Plot 266, Lane 13, Moi Avenue"
590,Naserian Kanampiu,99466466,072241440,naserian.kanampiu@outlook.com,1955-09-13,Female,Kiambu,Limuru,Limuru Central,"Plot 214, Lane 15, Tom Mboya"
591,Syombua Chepkorir,68227454,070415734,syombua.chepkorir@gmail.com,1983-09-28,Female,Kilifi,Ganze,Bamba,"House 103, Kileleshwa Street, Kiambu Road"
592,Waithera Nabwire,85701885,071328303,waithera.nabwire@gmail.com,2003-10-16,Male,Nakuru,Naivasha,Maai Mahiu,"House 303, Thika Drive, Lavington"
593,Kwamboka Wangari,75025705,076548902,kwamboka.wangari@yahoo.com,1977-05-18,Female,Trans Nzoia,Kiminini,Kiminini,"House 333, Kasarani Avenue, Lavington"
594,Kipkorir Olela,96161779,011404485,kipkorir.olela@outlook.com,2004-05-16,Female,Kiambu,Kabete,Muguga,"House 38, Kiambu Road Drive, Langata"
595,Mugo Wambugu,93485270,011976426,mugo.wambugu@yahoo.com,1978-09-16,Male,Kiambu,Limuru,Bibirioni,"Plot 375, Lane 10, Waiyaki"
596,Veronica Okoth Mumo,73245675,010135773,veronica.mumo@hotmail.com,1991-06-03,Male,Mombasa,Jomvu,Mikindani,"Plot 304, Lane 9, Kasarani"
597,Kanampiu Athman,62667118,010483511,kanampiu.athman@gmail.com,1996-01-21,Female,Mombasa,Nyali,Frere Town,"Plot 6, Lane 1, Mombasa Road"
598,Kinyua Wanyonyi,83012855,078518738,kinyua.wanyonyi@yahoo.com,2003-12-01,Male,Machakos,Yatta,Katangi,"Plot 201, Lane 20, Kiambu"
599,Wanjiru Ogero,17170147,011905958,wanjiru.ogero@outlook.com,1981-10-18,Female,Mombasa,Changamwe,Chaani,"House 307, Lavington Road, Ruiru"
600,Lois Nabwire Wanyonyi,24957006,079788073,lois.wanyonyi@gmail.com,1986-11-22,Male,Turkana,Turkana West,Kakuma,"House 308, Kiambu Road Road, Langata"
601,Auma Ngeno,42733135,079385526,auma.ngeno@gmail.com,1987-07-05,Female,Nyeri,Kieni,Naromoru/Kiamathaga,"Plot 473, Lane 8, Tom Mboya"
602,Joseph Wambugu Kinyua,63180637,076350301,joseph.kinyua@gmail.com,2003-12-17,Male,Nyeri,Tetu,Dedan Kimathi,"Plot 429, Lane 18, Jogoo"
