programme,beneficiary_id,canonical_person_id,canonical_national_id
VOC,VOC-000024,568,46167085
VOC,VOC-000025,1959,84642078
VOC,VOC-000026,1680,29846665
VOC,VOC-000027,2769,98565484
VOC,VOC-000028,1745,77503142
VOC,VOC-000029,1533,35849313
VOC,VOC-000030,2469,20835155
VOC,VOC-000031,2395,50553589
VOC,VOC-000032,345,72505408
VOC,VOC-000033,2564,82488696
VOC,VOC-000034,959,85899286
VOC,VOC-000035,966,26272372
VOC,VOC-000036,253,40595256
VOC,VOC-000037,1395,54653615
VOC,VOC-000038,2770,78238599
VOC,VOC-000039,2464,91082703
VOC,VOC-000040,337,41812000
VOC,VOC-000041,1405,31281052
VOC,VOC-000042,1253,73374043
VOC,VOC-000043,1772,52112003
VOC,VOC-000044,1735,99849459
VOC,VOC-000045,2672,74434188
VOC,VOC-000046,1503,28008622
VOC,VOC-000047,1633,41394014
VOC,VOC-000048,1376,44182277
VOC,VOC-000049,537,42867023
VOC,VOC-000050,1945,59335658
VOC,VOC-000051,1222,61326806
VOC,VOC-000052,534,29353979
VOC,VOC-000053,1875,10502052
VOC,VOC-000054,148,71572793
VOC,VOC-000055,1920,97518125
VOC,VOC-000056,2161,15324758
VOC,VOC-000057,435,62831328
VOC,VOC-000058,1237,23646357
VOC,VOC-000059,2251,51367965
VOC,VOC-000060,128,99575241
VOC,VOC-000061,2031,47781952
VOC,VOC-000062,2830,77505434
VOC,VOC-000063,2746,89064828
VOC,VOC-000064,1867,69278774
VOC,VOC-000065,1432,23062971
VOC,VOC-000066,2242,12952658
VOC,VOC-000067,2158,43170318
VOC,VOC-000068,750,52550453
VOC,VOC-000069,1354,87918067
VOC,VOC-000070,1777,25554265
VOC,VOC-000071,2058,50021320
VOC,VOC-000072,1480,89609762
VOC,VOC-000073,2755,58437433
VOC,VOC-000074,2873,38834086
VOC,VOC-000075,1093,25475831
VOC,VOC-000076,1217,22740257
VOC,VOC-000077,2299,77569898
VOC,VOC-000078,1786,39413080
VOC,VOC-000079,2732,31035769
VOC,VOC-000080,1684,80313876
VOC,VOC-000081,1337,77959317
VOC,VOC-000082,882,29766571
VOC,VOC-000083,2530,64250555
VOC,VOC-000084,2760,36369313
VOC,VOC-000085,1858,62880140
VOC,VOC-000086,1245,85007742
VOC,VOC-000087,136,41606345
VOC,VOC-000088,1333,12421892
VOC,VOC-000089,531,89453898
VOC,VOC-000090,1725,25226934
VOC,VOC-000091,451,14456047
VOC,VOC-000092,842,76245685
VOC,VOC-000093,1688,26773207
VOC,VOC-000094,950,14109890
VOC,VOC-000095,2484,49752081
VOC,VOC-000096,1710,62791055
VOC,VOC-000097,1500,33179292
VOC,VOC-000098,2378,89797435
VOC,VOC-000099,12,21989814
VOC,VOC-000100,329,58638387
VOC,VOC-000101,596,73245675
VOC,VOC-000102,1883,35980604
VOC,VOC-000103,2412,32280888
VOC,VOC-000104,2488,75051263
VOC,VOC-000105,421,37392666
VOC,VOC-000106,72,46953423
VOC,VOC-000107,2279,27431021
VOC,VOC-000108,871,41908888
VOC,VOC-000109,1800,31465712
VOC,VOC-000110,560,73872605
VOC,VOC-000111,1889,30307931
VOC,VOC-000112,191,23346779
VOC,VOC-000113,937,52881821
VOC,VOC-000114,573,50248639
VOC,VOC-000115,2766,48949856
VOC,VOC-000116,37,65938669
VOC,VOC-000117,201,18234220
VOC,VOC-000118,2431,35144726
VOC,VOC-000119,1344,69444048
VOC,VOC-000120,1058,50880085
VOC,VOC-000121,575,17367600
VOC,VOC-000122,2895,30947020
VOC,VOC-000123,2924,64943803
VOC,VOC-000124,984,55305628
VOC,VOC-000125,2467,34282303
VOC,VOC-000126,2670,70463012
VOC,VOC-000127,244,41758221
VOC,VOC-000128,2713,58456843
VOC,VOC-000129,2910,67385857
VOC,VOC-000130,1546,45152963
VOC,VOC-000131,422,82929177
VOC,VOC-000132,2687,91803127
VOC,VOC-000133,948,18904455
VOC,VOC-000134,2113,46879055
VOC,VOC-000135,2454,78387472
VOC,VOC-000136,1362,89576137
VOC,VOC-000137,512,25673796
VOC,VOC-000138,2578,84618453
VOC,VOC-000139,2841,13619039
VOC,VOC-000140,1955,87789671
VOC,VOC-000141,146,12433447
VOC,VOC-000142,1963,73575916
VOC,VOC-000143,167,88380820
VOC,VOC-000144,2239,74554953
VOC,VOC-000145,1487,36304716
VOC,VOC-000146,371,79107561
VOC,VOC-000147,819,49075648
VOC,VOC-000148,143,90783964
VOC,VOC-000149,2471,16927312
VOC,VOC-000150,2616,38673273
VOC,VOC-000151,2349,28564520
VOC,VOC-000152,2143,77177290
VOC,VOC-000153,2055,11789993
VOC,VOC-000154,357,71036929
VOC,VOC-000155,1000,77350535
VOC,VOC-000156,2932,47756543
VOC,VOC-000157,341,30485751
VOC,VOC-000158,2482,78683307
VOC,VOC-000159,227,70317901
VOC,VOC-000160,1513,74642957
VOC,VOC-000161,2666,47871627
VOC,VOC-000162,328,88309134
VOC,VOC-000163,1265,75453166
VOC,VOC-000164,2863,87754278
VOC,VOC-000165,2047,25012106
VOC,VOC-000166,390,86140861
VOC,VOC-000167,2775,49953071
VOC,VOC-000168,1244,49061399
VOC,VOC-000169,739,65945823
VOC,VOC-000170,424,39161475
VOC,VOC-000171,2317,81833417
VOC,VOC-000172,1823,26947996
VOC,VOC-000173,1149,51101764
VOC,VOC-000174,2018,54161644
VOC,VOC-000175,1415,76805175
VOC,VOC-000176,1634,48080929
VOC,VOC-000177,2227,30641480
VOC,VOC-000178,1271,11099806
VOC,VOC-000179,1665,95120667
VOC,VOC-000180,2288,45355912
VOC,VOC-000181,874,19803499
VOC,VOC-000182,2375,76761811
VOC,VOC-000183,1239,60267929
VOC,VOC-000184,784,70613787
VOC,VOC-000185,2514,77926594
VOC,VOC-000186,98,87036318
VOC,VOC-000187,1078,27976106
VOC,VOC-000188,126,75425092
VOC,VOC-000189,922,69372702
VOC,VOC-000190,1308,12770043
VOC,VOC-000191,2371,47359725
VOC,VOC-000192,2543,66912106
VOC,VOC-000193,2599,20525655
VOC,VOC-000194,2539,22998111
VOC,VOC-000195,23,12674689
VOC,VOC-000196,33,90535106
VOC,VOC-000197,954,98504112
VOC,VOC-000198,2726,35313782
VOC,VOC-000199,1819,89520411
VOC,VOC-000200,308,53952205
VOC,VOC-000201,804,87083341
VOC,VOC-000202,803,12458919
VOC,VOC-000203,266,89646079
VOC,VOC-000204,1806,35270325
VOC,VOC-000205,2974,51861437
VOC,VOC-000206,2989,37949530
VOC,VOC-000207,889,63296865
VOC,VOC-000208,2402,56675977
VOC,VOC-000209,2523,33205321
VOC,VOC-000210,1144,47452871
VOC,VOC-000211,1384,67009139
VOC,VOC-000212,78,25103503
VOC,VOC-000213,1489,43915764
VOC,VOC-000214,462,51910609
VOC,VOC-000215,2249,12346084
VOC,VOC-000216,2554,15051770
VOC,VOC-000217,1510,11544791
VOC,VOC-000218,986,90267569
VOC,VOC-000219,2499,43247799
VOC,VOC-000220,1682,44078615
VOC,VOC-000221,168,45651567
VOC,VOC-000222,1026,67667535
VOC,VOC-000223,321,16007154
VOC,VOC-000224,2099,29206813
VOC,VOC-000225,1493,92850903
VOC,VOC-000226,2836,64020132
VOC,VOC-000227,940,43795754
VOC,VOC-000228,414,74102579
VOC,VOC-000229,2175,10925764
VOC,VOC-000230,2705,30981102
VOC,VOC-000231,1312,44505080
VOC,VOC-000232,2548,55540304
VOC,VOC-000233,879,82496804
VOC,VOC-000234,2125,28148594
VOC,VOC-000235,1015,43823840
VOC,VOC-000236,1382,31525708
VOC,VOC-000237,1032,21394849
VOC,VOC-000238,740,97108374
VOC,VOC-000239,766,11404682
VOC,VOC-000240,992,77854979
VOC,VOC-000241,2463,65925285
VOC,VOC-000242,2236,78754356
VOC,VOC-000243,257,70249712
VOC,VOC-000244,2749,90836216
VOC,VOC-000245,1223,82679492
VOC,VOC-000246,1639,34360444
VOC,VOC-000247,2761,29263249
VOC,VOC-000248,2544,30487706
VOC,VOC-000249,1019,71222108
VOC,VOC-000250,129,52057523
VOC,VOC-000251,2015,75566886
VOC,VOC-000252,2689,84435339
VOC,VOC-000253,2120,80722730
VOC,VOC-000254,1033,14558338
VOC,VOC-000255,2996,91989541
VOC,VOC-000256,387,81803895
VOC,VOC-000257,2447,83425325
VOC,VOC-000258,2715,76597184
VOC,VOC-000259,1871,74964934
VOC,VOC-000260,2844,79805302
VOC,VOC-000261,109,94828438
VOC,VOC-000262,1781,79325387
VOC,VOC-000263,2479,67104460
VOC,VOC-000264,1091,83904042
VOC,VOC-000265,2498,65253560
VOC,VOC-000266,1192,82351312
VOC,VOC-000267,2764,86952622
VOC,VOC-000268,554,83691032
VOC,VOC-000269,2006,45463719
VOC,VOC-000270,2853,20074514
VOC,VOC-000271,103,54269149
VOC,VOC-000272,913,68379988
VOC,VOC-000273,551,80852543
VOC,VOC-000274,2406,74650288
VOC,VOC-000275,796,85253501
VOC,VOC-000276,104,50113698
VOC,VOC-000277,1637,65767719
VOC,VOC-000278,785,62466791
VOC,VOC-000279,553,90362099
VOC,VOC-000280,2560,38889586
VOC,VOC-000281,2876,30823310
VOC,VOC-000282,102,61378412
VOC,VOC-000283,2655,36135120
VOC,VOC-000284,1583,11951278
VOC,VOC-000285,1522,78380880
VOC,VOC-000286,2911,24320131
VOC,VOC-000287,1371,46207497
VOC,VOC-000288,1782,49475426
VOC,VOC-000289,831,76042903
VOC,VOC-000290,995,34210268
VOC,VOC-000291,1553,91023692
VOC,VOC-000292,160,72624210
VOC,VOC-000293,835,13039386
VOC,VOC-000294,2455,60556251
VOC,VOC-000295,333,40563463
VOC,VOC-000296,1625,64247608
VOC,VOC-000297,2490,56502604
VOC,VOC-000298,2232,18537725
VOC,VOC-000299,1444,70204171
VOC,VOC-000300,401,61846177
VOC,VOC-000301,1860,31225952
VOC,VOC-000302,976,99571805
VOC,VOC-000303,1448,90237609
VOC,VOC-000304,2956,30039564
VOC,VOC-000305,681,71587674
VOC,VOC-000306,2520,70351700
VOC,VOC-000307,486,74220011
VOC,VOC-000308,1319,95500978
VOC,VOC-000309,415,41874244
VOC,VOC-000310,1483,33053150
VOC,VOC-000311,1456,52524395
VOC,VOC-000312,2509,92720952
VOC,VOC-000313,195,30869686
VOC,VOC-000314,2481,82462154
VOC,VOC-000315,2216,37119826
VOC,VOC-000316,2404,65413506
VOC,VOC-000317,1538,87876113
VOC,VOC-000318,1656,47959633
VOC,VOC-000319,1748,98126574
VOC,VOC-000320,1182,99635309
VOC,VOC-000321,2346,78053602
VOC,VOC-000322,1124,25214279
VOC,VOC-000323,2735,79932036
VOC,VOC-000324,1509,12946241
VOC,VOC-000325,981,98638560
VOC,VOC-000326,1375,49320205
VOC,VOC-000327,2426,65673607
VOC,VOC-000328,226,22343983
VOC,VOC-000329,2727,63547436
VOC,VOC-000330,2373,78083554
VOC,VOC-000331,1717,56180341
VOC,VOC-000332,2387,32625303
VOC,VOC-000333,1025,50468810
VOC,VOC-000334,2604,94011734
VOC,VOC-000335,2533,77699065
VOC,VOC-000336,269,98498817
VOC,VOC-000337,2576,89760817
VOC,VOC-000338,2632,13465323
VOC,VOC-000339,2711,84286913
VOC,VOC-000340,2357,10523681
VOC,VOC-000341,1476,28774471
VOC,VOC-000342,788,57471125
VOC,VOC-000343,1733,59498486
VOC,VOC-000344,287,33516421
VOC,VOC-000345,933,40578723
VOC,VOC-000346,2223,90170142
VOC,VOC-000347,1981,83116783
VOC,VOC-000348,2237,38410379
VOC,VOC-000349,2800,97956703
VOC,VOC-000350,306,84262472
VOC,VOC-000351,776,19178028
VOC,VOC-000352,721,47767869
VOC,VOC-000353,319,81393856
VOC,VOC-000354,2093,34914143
VOC,VOC-000355,1600,40676127
VOC,VOC-000356,1112,64128162
VOC,VOC-000357,1986,25687218
VOC,VOC-000358,1027,10580409
VOC,VOC-000359,1681,99066240
VOC,VOC-000360,1098,90611355
VOC,VOC-000361,2418,94515323
VOC,VOC-000362,3000,99899818
VOC,VOC-000363,2385,27627784
VOC,VOC-000364,1412,19576043
VOC,VOC-000365,1242,24651096
VOC,VOC-000366,838,12842173
VOC,VOC-000367,1492,48333001
VOC,VOC-000368,1341,28865768
VOC,VOC-000369,1137,19272837
VOC,VOC-000370,2080,64630096
VOC,VOC-000371,2633,91899417
VOC,VOC-000372,2537,42008485
VOC,VOC-000373,276,12919231
VOC,VOC-000374,40,11658959
VOC,VOC-000375,1389,25132415
VOC,VOC-000376,1445,76703346
VOC,VOC-000377,1671,23337370
VOC,VOC-000378,914,39155667
VOC,VOC-000379,2374,45555324
VOC,VOC-000380,2501,46793365
VOC,VOC-000381,2038,66741018
VOC,VOC-000382,2303,27554482
VOC,VOC-000383,2462,17773636
VOC,VOC-000384,2662,84513202
VOC,VOC-000385,2676,11662570
VOC,VOC-000386,100,73698335
VOC,VOC-000387,2869,89761155
VOC,VOC-000388,1435,98519805
VOC,VOC-000389,811,48226449
VOC,VOC-000390,2097,85642637
VOC,VOC-000391,1168,81973483
VOC,VOC-000392,2918,89854522
VOC,VOC-000393,1049,10357092
VOC,VOC-000394,594,96161779
VOC,VOC-000395,546,36911168
VOC,VOC-000396,1690,24131536
VOC,VOC-000397,2631,13581735
VOC,VOC-000398,2359,88591468
VOC,VOC-000399,1183,45350739
VOC,VOC-000400,668,66755255
VOC,VOC-000401,2976,62901281
VOC,VOC-000402,1135,82978165
VOC,VOC-000403,1581,16952045
VOC,VOC-000404,240,72117013
VOC,VOC-000405,591,68227454
VOC,VOC-000406,179,36512868
VOC,VOC-000407,1929,71604156
VOC,VOC-000408,1178,56029251
VOC,VOC-000409,834,99367274
VOC,VOC-000410,170,86178952
VOC,VOC-000411,2663,47628190
VOC,VOC-000412,667,30946019
VOC,VOC-000413,221,68719406
VOC,VOC-000414,301,78036333
VOC,VOC-000415,1654,31161881
VOC,VOC-000416,631,88536501
VOC,VOC-000417,1194,60524625
VOC,VOC-000418,430,59221290
VOC,VOC-000419,1561,96095674
VOC,VOC-000420,642,77121355
VOC,VOC-000421,991,84758190
VOC,VOC-000422,1284,28007273
VOC,VOC-000423,540,47393393
VOC,VOC-000424,1966,37423498
VOC,VOC-000425,2653,81437621
VOC,VOC-000426,2590,64002855
VOC,VOC-000427,1275,77666154
VOC,VOC-000428,1515,36419131
VOC,VOC-000429,2439,99624588
VOC,VOC-000430,683,11502307
VOC,VOC-000431,1915,83846845
VOC,VOC-000432,1935,74318409
VOC,VOC-000433,2087,90547120
VOC,VOC-000434,1571,88103477
VOC,VOC-000435,1811,22330471
VOC,VOC-000436,836,47384667
VOC,VOC-000437,2848,48493281
VOC,VOC-000438,350,89648700
VOC,VOC-000439,1180,50990965
VOC,VOC-000440,2409,37154707
VOC,VOC-000441,2779,13680680
VOC,VOC-000442,1426,83502838
VOC,VOC-000443,2941,34131793
VOC,VOC-000444,763,32653778
VOC,VOC-000445,71,43382936
VOC,VOC-000446,2233,57584677
VOC,VOC-000447,2592,47364992
VOC,VOC-000448,2569,54462182
VOC,VOC-000449,772,64047337
VOC,VOC-000450,2861,77886466
VOC,VOC-000451,1706,84819541
VOC,VOC-000452,757,98054220
VOC,VOC-000453,1411,41424136
VOC,VOC-000454,928,37467964
VOC,VOC-000455,1059,87921068
VOC,VOC-000456,1779,94650751
VOC,VOC-000457,1370,92746886
VOC,VOC-000458,1191,97489300
VOC,VOC-000459,324,90753445
VOC,VOC-000460,2147,23657675
VOC,VOC-000461,865,42482494
VOC,VOC-000462,1013,23875009
VOC,VOC-000463,2257,47603482
VOC,VOC-000464,2289,91630214
VOC,VOC-000465,254,31516822
VOC,VOC-000466,2226,87999861
VOC,VOC-000467,1967,65854454
VOC,VOC-000468,1793,34335725
VOC,VOC-000469,708,26309371
VOC,VOC-000470,728,35929785
VOC,VOC-000471,519,89984645
VOC,VOC-000472,1314,81436260
VOC,VOC-000473,1107,39398504
VOC,VOC-000474,196,84378065
VOC,VOC-000475,1835,34678331
VOC,VOC-000476,228,61753132
VOC,VOC-000477,2425,72606225
VOC,VOC-000478,283,46598410
VOC,VOC-000479,76,74764506
VOC,VOC-000480,2690,52538666
VOC,VOC-000481,1569,33851205
VOC,VOC-000482,2731,67192629
VOC,VOC-000483,1291,22201828
VOC,VOC-000484,375,40799334
VOC,VOC-000485,1830,69463339
VOC,VOC-000486,2024,97670851
VOC,VOC-000487,2076,93373651
VOC,VOC-000488,1746,27032738
VOC,VOC-000489,264,13254023
VOC,VOC-000490,1099,88390358
VOC,VOC-000491,1992,76161613
VOC,VOC-000492,2085,95913974
VOC,VOC-000493,2849,99646907
VOC,VOC-000494,2542,96973536
VOC,VOC-000495,1525,56299841
VOC,VOC-000496,2952,76205523
VOC,VOC-000497,241,79769403
VOC,VOC-000498,662,62451159
VOC,VOC-000499,1564,26195804
VOC,VOC-000500,2310,53158132
VOC,VOC-000501,1490,36103070
VOC,VOC-000502,1198,11638822
VOC,VOC-000503,1646,17076084
VOC,VOC-000504,713,33847090
VOC,VOC-000505,639,67720123
VOC,VOC-000506,2372,77461035
VOC,VOC-000507,1851,46036538
VOC,VOC-000508,2176,51808819
VOC,VOC-000509,613,98830506
VOC,VOC-000510,558,68402385
VOC,VOC-000511,1760,13083690
VOC,VOC-000512,2352,57509988
VOC,VOC-000513,2940,47468823
VOC,VOC-000514,549,83508869
VOC,VOC-000515,1505,79218993
VOC,VOC-000516,2049,14120244
VOC,VOC-000517,1987,48373096
VOC,VOC-000518,988,42390660
VOC,VOC-000519,233,17134621
VOC,VOC-000520,1077,73175517
VOC,VOC-000521,1876,86515426
VOC,VOC-000522,1172,42904667
VOC,VOC-000523,679,60598783
VOC,VOC-000524,1821,77431786
VOC,VOC-000525,2274,20985043
VOC,VOC-000526,215,62027391
VOC,VOC-000527,505,25706912
VOC,VOC-000528,1373,12648580
VOC,VOC-000529,1193,40671219
VOC,VOC-000530,410,67869281
VOC,VOC-000531,1106,70104994
VOC,VOC-000532,1355,36358707
VOC,VOC-000533,2921,36014440
VOC,VOC-000534,2270,37735363
VOC,VOC-000535,2551,59867180
VOC,VOC-000536,1140,66348257
VOC,VOC-000537,2184,63606649
VOC,VOC-000538,313,13537870
VOC,VOC-000539,388,54391723
VOC,VOC-000540,96,98917575
VOC,VOC-000541,363,59283521
VOC,VOC-000542,1042,25099746
VOC,VOC-000543,1479,24527093
VOC,VOC-000544,2570,35177082
VOC,VOC-000545,2983,93620256
VOC,VOC-000546,727,93326883
VOC,VOC-000547,133,94738725
VOC,VOC-000548,336,94759650
VOC,VOC-000549,2990,34242013
VOC,VOC-000550,310,58412445
VOC,VOC-000551,2862,69341118
VOC,VOC-000552,1458,19121702
VOC,VOC-000553,423,44942332
VOC,VOC-000554,2693,92747419
VOC,VOC-000555,2294,21085814
VOC,VOC-000556,80,81344862
VOC,VOC-000557,840,93612431
VOC,VOC-000558,2532,46934135
VOC,VOC-000559,2967,15838870
VOC,VOC-000560,1896,80529906
VOC,VOC-000561,325,61911006
VOC,VOC-000562,827,99390140
VOC,VOC-000563,155,32708438
VOC,VOC-000564,2938,92227443
VOC,VOC-000565,2472,62665465
VOC,VOC-000566,1080,19160128
VOC,VOC-000567,1675,86438116
VOC,VOC-000568,812,39270317
VOC,VOC-000569,318,26144121
VOC,VOC-000570,1794,56983195
VOC,VOC-000571,720,28240842
VOC,VOC-000572,640,95843097
VOC,VOC-000573,2962,77597242
VOC,VOC-000574,1519,76739837
VOC,VOC-000575,2344,79047441
VOC,VOC-000576,2733,68602342
VOC,VOC-000577,305,87470671
VOC,VOC-000578,171,61793831
VOC,VOC-000579,1089,91541051
VOC,VOC-000580,941,77002394
VOC,VOC-000581,434,16415390
VOC,VOC-000582,1810,37921512
VOC,VOC-000583,1641,62450460
VOC,VOC-000584,404,49517947
VOC,VOC-000585,2740,97458429
VOC,VOC-000586,2744,60914313
VOC,VOC-000587,979,38336171
VOC,VOC-000588,1390,26699133
VOC,VOC-000589,60,64644684
VOC,VOC-000590,866,37383624
VOC,VOC-000591,1736,43305439
VOC,VOC-000592,566,65402833
VOC,VOC-000593,81,66013532
VOC,VOC-000594,1452,73860744
VOC,VOC-000595,2874,62313993
VOC,VOC-000596,2386,86149917
VOC,VOC-000597,2473,14839862
VOC,VOC-000598,1173,91699111
VOC,VOC-000599,584,18524087
VOC,VOC-000600,645,47775156
VOC,VOC-000601,2186,79415978
VOC,VOC-000602,2965,41277403
VOC,VOC-000603,1133,60057264
VOC,VOC-000604,1958,23582811
VOC,VOC-000605,2647,90179610
VOC,VOC-000606,2609,83306541
VOC,VOC-000607,2758,11812674
VOC,VOC-000608,853,83927501
VOC,VOC-000609,1313,69580659
VOC,VOC-000610,2641,31883041
VOC,VOC-000611,147,58538289
VOC,VOC-000612,2969,18651330
VOC,VOC-000613,2786,90190366
VOC,VOC-000614,2598,80075544
VOC,VOC-000615,1202,89118492
VOC,VOC-000616,982,61440401
VOC,VOC-000617,1619,35100154
VOC,VOC-000618,2022,57111504
VOC,VOC-000619,715,71113260
VOC,VOC-000620,1869,24398546
VOC,VOC-000621,916,63096404
VOC,VOC-000622,592,85701885
VOC,VOC-000623,2321,80202733
VOC,VOC-000624,2577,88153810
VOC,VOC-000625,675,56814976
VOC,VOC-000626,2363,40519135
VOC,VOC-000627,577,35338379
VOC,VOC-000628,137,85102924
VOC,VOC-000629,711,22195202
VOC,VOC-000630,1651,48098536
VOC,VOC-000631,691,80272722
VOC,VOC-000632,30,46160937
VOC,VOC-000633,2034,22303040
VOC,VOC-000634,48,49786693
VOC,VOC-000635,945,91256248
VOC,VOC-000636,1715,14443293
VOC,VOC-000637,1028,93260858
VOC,VOC-000638,234,76460815
VOC,VOC-000639,1612,69976098
VOC,VOC-000640,2691,41979969
VOC,VOC-000641,1607,61109406
VOC,VOC-000642,2955,28282183
VOC,VOC-000643,480,53365278
VOC,VOC-000644,2763,46428687
VOC,VOC-000645,2073,12429893
VOC,VOC-000646,1283,86966061
VOC,VOC-000647,569,23125005
VOC,VOC-000648,2878,99127258
VOC,VOC-000649,971,39605202
VOC,VOC-000650,936,21463219
VOC,VOC-000651,248,57216333
VOC,VOC-000652,2201,82592759
VOC,VOC-000653,1872,43539303
VOC,VOC-000654,1776,26020678
VOC,VOC-000655,1073,26103879
VOC,VOC-000656,610,48164274
VOC,VOC-000657,2531,80397312
VOC,VOC-000658,1427,73366381
VOC,VOC-000659,2320,54343467
VOC,VOC-000660,339,71195665
VOC,VOC-000661,987,69866120
VOC,VOC-000662,1038,36349479
VOC,VOC-000663,1874,24013159
VOC,VOC-000664,1972,39231925
VOC,VOC-000665,1163,32894591
VOC,VOC-000666,1661,92766793
VOC,VOC-000667,249,39566459
VOC,VOC-000668,858,86589871
VOC,VOC-000669,1529,63223998
VOC,VOC-000670,2524,35144936
VOC,VOC-000671,1922,32859170
VOC,VOC-000672,1732,41635154
VOC,VOC-000673,1914,65261046
VOC,VOC-000674,1679,13856812
VOC,VOC-000675,2561,19500496
VOC,VOC-000676,899,45214814
VOC,VOC-000677,1462,14573121
VOC,VOC-000678,181,66913730
VOC,VOC-000679,1270,82041503
VOC,VOC-000680,789,12271149
VOC,VOC-000681,2521,84211554
VOC,VOC-000682,354,27089453
VOC,VOC-000683,85,54988861
VOC,VOC-000684,2813,11263526
VOC,VOC-000685,117,69391930
VOC,VOC-000686,1340,68518015
VOC,VOC-000687,2814,67012426
VOC,VOC-000688,2281,41394539
VOC,VOC-000689,2984,41979317
VOC,VOC-000690,2529,58674401
VOC,VOC-000691,587,84822264
VOC,VOC-000692,2557,26844326
VOC,VOC-000693,2268,30338272
VOC,VOC-000694,2837,77368102
VOC,VOC-000695,385,61617675
VOC,VOC-000696,2958,31744118
VOC,VOC-000697,1965,77626740
VOC,VOC-000698,1584,86520791
VOC,VOC-000699,1789,27697461
VOC,VOC-000700,542,50292372
VOC,VOC-000701,50,84500200
VOC,VOC-000702,989,11692090
VOC,VOC-000703,957,99667571
VOC,VOC-000704,174,83608832
VOC,VOC-000705,2684,21410295
VOC,VOC-000706,2384,11630877
VOC,VOC-000707,1701,63690535
VOC,VOC-000708,929,60172721
VOC,VOC-000709,1861,87241350
VOC,VOC-000710,684,13306687
VOC,VOC-000711,2608,52137942
VOC,VOC-000712,246,43739900
VOC,VOC-000713,1551,96244314
VOC,VOC-000714,872,35907091
VOC,VOC-000715,2822,84189838
VOC,VOC-000716,344,66796333
VOC,VOC-000717,869,41727657
VOC,VOC-000718,79,38437423
VOC,VOC-000719,1115,88105918
VOC,VOC-000720,2109,36869304
VOC,VOC-000721,2834,84826135
VOC,VOC-000722,1940,20012982
VOC,VOC-000723,1550,82935310
VOC,VOC-000724,1478,43197634
VOC,VOC-000725,460,55925432
VOC,VOC-000726,2380,56734629
VOC,VOC-000727,2588,22404243
VOC,VOC-000728,1767,99290821
VOC,VOC-000729,1918,17000794
VOC,VOC-000730,1154,90102255
VOC,VOC-000731,576,23306584
VOC,VOC-000732,2602,79521092
VOC,VOC-000733,1363,39167155
VOC,VOC-000734,2698,74145640
VOC,VOC-000735,1297,84833535
VOC,VOC-000736,855,80422146
VOC,VOC-000737,1420,55349245
VOC,VOC-000738,443,50545587
VOC,VOC-000739,2875,66772359
VOC,VOC-000740,1374,85643715
VOC,VOC-000741,996,75224158
VOC,VOC-000742,112,97112459
VOC,VOC-000743,413,12169801
VOC,VOC-000744,2737,13727541
VOC,VOC-000745,1985,36738225
VOC,VOC-000746,1003,72373944
VOC,VOC-000747,36,32417070
VOC,VOC-000748,1791,99548878
VOC,VOC-000749,2061,72002380
VOC,VOC-000750,2410,73884512
VOC,VOC-000751,139,62904575
VOC,VOC-000752,1350,46193334
VOC,VOC-000753,2556,79467412
VOC,VOC-000754,780,60857535
VOC,VOC-000755,1849,78812902
VOC,VOC-000756,1069,70980810
VOC,VOC-000757,1088,91222606
VOC,VOC-000758,864,27148566
VOC,VOC-000759,1050,95121229
VOC,VOC-000760,1850,23136524
VOC,VOC-000761,737,57726845
VOC,VOC-000762,851,17429594
VOC,VOC-000763,2906,42854392
VOC,VOC-000764,2522,85251775
VOC,VOC-000765,890,40269419
VOC,VOC-000766,1995,40954066
VOC,VOC-000767,579,71151032
VOC,VOC-000768,2059,53699242
VOC,VOC-000769,2612,17228318
VOC,VOC-000770,2023,66823841
VOC,VOC-000771,919,36003419
VOC,VOC-000772,1907,31654325
VOC,VOC-000773,529,25527671
VOC,VOC-000774,2280,32907135
VOC,VOC-000775,1302,58913280
VOC,VOC-000776,1974,89750628
VOC,VOC-000777,2516,71156898
VOC,VOC-000778,58,28531242
VOC,VOC-000779,1485,28156328
VOC,VOC-000780,35,10632635
VOC,VOC-000781,2415,66230595
VOC,VOC-000782,2686,19575984
VOC,VOC-000783,159,91339562
VOC,VOC-000784,2316,54352810
VOC,VOC-000785,2697,36397799
VOC,VOC-000786,21,14650569
VOC,VOC-000787,2926,88619356
VOC,VOC-000788,2511,59325778
VOC,VOC-000789,1236,30858205
VOC,VOC-000790,514,35976666
VOC,VOC-000791,492,39607195
VOC,VOC-000792,2682,67827740
VOC,VOC-000793,2305,45877297
VOC,VOC-000794,2860,62386745
VOC,VOC-000795,1254,37852975
VOC,VOC-000796,758,61944504
VOC,VOC-000797,2889,30454694
VOC,VOC-000798,1228,11851426
VOC,VOC-000799,2446,74938160
VOC,VOC-000800,1257,46854409
VOC,VOC-000801,1451,31183862
VOC,VOC-000802,629,60042850
VOC,VOC-000803,2783,76510566
VOC,VOC-000804,1787,97008713
VOC,VOC-000805,513,31811407
VOC,VOC-000806,843,62687851
VOC,VOC-000807,2198,52055939
VOC,VOC-000808,2909,47173534
VOC,VOC-000809,676,60984196
VOC,VOC-000810,2980,57802228
VOC,VOC-000811,1473,37332854
VOC,VOC-000812,2964,80122328
VOC,VOC-000813,2603,32258756
VOC,VOC-000814,273,33215400
