canonical_person_id,canonical_national_id,programme_count,programmes
1051,72284373,1,SCH
1053,59039768,2,SCH|VOC
1056,35898734,1,VOC
1058,50880085,4,PLUS|SCH|TECH|VOC
1059,87921068,2,SCH|VOC
1061,38790311,2,SCH|VOC
1062,91506018,1,SCH
1063,53300586,1,PLUS
1064,72390872,2,SCH|TECH
1065,51877379,1,PLUS
1066,73252068,1,TECH
1067,42180102,3,PLUS|TECH|VOC
1068,56126985,1,SCH
1069,70980810,1,VOC
1070,22721215,1,PLUS
1071,47932567,1,SCH
1072,29352405,1,SCH
1073,26103879,1,VOC
1074,84166566,1,SCH
1075,60048429,1,PLUS
1076,13588414,1,PLUS
1077,73175517,3,PLUS|SCH|VOC
1078,27976106,1,VOC
1079,99543733,3,PLUS|SCH|VOC
1080,19160128,3,PLUS|SCH|VOC
1081,77804320,1,PLUS
1083,30842471,2,PLUS|VOC
1084,20067969,1,SCH
1085,61923115,1,SCH
1086,91536470,1,TECH
1087,72051615,1,PLUS
1088,91222606,1,VOC
1089,91541051,2,PLUS|VOC
1090,91651740,3,PLUS|SCH|TECH
1091,83904042,3,SCH|TECH|VOC
1092,95094024,1,SCH
1093,25475831,2,PLUS|VOC
1094,96643468,2,PLUS|SCH
1095,46797799,2,PLUS|SCH
1097,94450591,1,TECH
1098,90611355,4,PLUS|SCH|TECH|VOC
1099,88390358,1,VOC
1100,13225980,1,SCH
1101,35798812,1,TECH
1104,84320493,1,SCH
1105,39652877,1,PLUS
1106,70104994,2,PLUS|VOC
1107,39398504,2,PLUS|VOC
1108,66021490,2,PLUS|TECH
1109,32116549,1,TECH
1110,26492810,3,PLUS|TECH|VOC
1111,43316955,1,SCH
1112,64128162,2,TECH|VOC
1114,34608805,1,SCH
1115,88105918,2,PLUS|VOC
1116,87653536,1,SCH
1118,97016569,2,PLUS|VOC
1119,64452866,3,SCH|TECH|VOC
1120,26250534,1,TECH
1121,30142372,2,TECH|VOC
1122,93757881,1,TECH
1123,50983865,2,SCH|TECH
1124,25214279,1,VOC
1125,37618698,1,SCH
1126,66716313,1,SCH
1127,16108651,1,SCH
1128,77372346,1,TECH
1131,41208729,2,PLUS|SCH
1132,83470479,2,PLUS|SCH
1133,60057264,4,PLUS|SCH|TECH|VOC
1134,69002986,1,TECH
1135,82978165,3,PLUS|TECH|VOC
1136,81798741,2,PLUS|TECH
1137,19272837,2,TECH|VOC
1139,93402670,1,TECH
1140,66348257,2,TECH|VOC
1141,15021097,1,TECH
1142,25046526,2,PLUS|SCH
1143,40695523,2,PLUS|TECH
1144,47452871,1,VOC
1145,66111339,1,TECH
1146,26935536,2,SCH|VOC
1147,72823339,1,TECH
1148,46438376,1,PLUS
1149,51101764,2,PLUS|VOC
1151,87472932,1,TECH
1153,57311796,1,VOC
1154,90102255,2,PLUS|VOC
1155,49071526,1,PLUS
1157,21409636,2,SCH|TECH
1158,44449463,1,SCH
1159,20152046,1,VOC
1161,89989525,1,TECH
1162,67430990,1,TECH
1163,32894591,2,PLUS|VOC
1164,55238218,2,PLUS|TECH
1166,10176075,2,SCH|VOC
1167,10588283,1,SCH
1168,81973483,2,SCH|VOC
1169,15598844,2,PLUS|SCH
1171,49399106,1,SCH
1172,42904667,3,PLUS|TECH|VOC
1173,91699111,2,PLUS|VOC
1175,15976187,2,PLUS|TECH
1177,43827053,1,SCH
1178,56029251,3,PLUS|SCH|VOC
1180,50990965,1,VOC
1181,22896453,1,TECH
1182,99635309,2,TECH|VOC
1183,45350739,1,VOC
1184,43030672,2,PLUS|TECH
1186,80973199,2,PLUS|SCH
1187,30944246,1,SCH
1188,98150417,1,TECH
1189,78040572,1,TECH
1190,40564080,2,PLUS|SCH
1191,97489300,2,SCH|VOC
1192,82351312,3,SCH|TECH|VOC
1193,40671219,2,TECH|VOC
1194,60524625,3,PLUS|SCH|VOC
1195,92450997,2,PLUS|SCH
1196,97153508,1,VOC
1198,11638822,2,TECH|VOC
1199,66390287,1,SCH
1201,30416174,1,VOC
1202,89118492,2,SCH|VOC
1203,17363865,1,TECH
1204,73156467,1,PLUS
1205,53764429,3,PLUS|SCH|VOC
1206,28237898,1,SCH
1208,88931606,1,PLUS
1209,17681679,1,VOC
1210,37425725,3,PLUS|SCH|TECH
1211,42304973,1,PLUS
1212,24346289,1,TECH
1213,15707233,1,PLUS
1214,31034531,2,PLUS|SCH
1215,23488183,2,PLUS|TECH
1216,13713066,1,SCH
1217,22740257,2,PLUS|VOC
1219,58765052,1,PLUS
1220,45449104,1,SCH
1221,22913709,2,SCH|VOC
1222,61326806,1,VOC
1223,82679492,2,SCH|VOC
1224,88071161,1,PLUS
1225,90458662,2,SCH|TECH
1226,96025578,2,PLUS|VOC
1227,29178232,1,TECH
1228,11851426,2,PLUS|VOC
1229,60671655,3,PLUS|TECH|VOC
1230,74059068,2,PLUS|TECH
1232,30839000,3,SCH|TECH|VOC
1234,71631699,1,PLUS
1235,55990212,1,SCH
1236,30858205,3,PLUS|TECH|VOC
1237,23646357,2,PLUS|VOC
1238,84523599,2,PLUS|SCH
1239,60267929,2,PLUS|VOC
1240,83381520,1,SCH
1241,49086854,1,TECH
1242,24651096,2,TECH|VOC
1243,93829645,1,SCH
1244,49061399,2,TECH|VOC
1245,85007742,1,VOC
1246,64124001,1,PLUS
1247,40198707,2,SCH|TECH
1248,63604794,1,SCH
1249,68504096,1,VOC
1250,59587404,2,PLUS|SCH
1251,66752122,2,TECH|VOC
1252,92788466,1,TECH
1253,73374043,2,PLUS|VOC
1254,37852975,3,PLUS|SCH|VOC
1255,31121184,1,PLUS
1256,35520607,2,TECH|VOC
1257,46854409,3,SCH|TECH|VOC
1258,38292455,2,PLUS|SCH
1259,71623610,2,PLUS|TECH
1260,12782247,1,PLUS
1261,45150449,1,TECH
1263,66132595,1,SCH
1264,86456040,2,PLUS|TECH
1265,75453166,2,PLUS|VOC
1266,46790628,2,SCH|TECH
1267,50511614,1,TECH
1270,82041503,2,TECH|VOC
1271,11099806,2,TECH|VOC
1272,62218930,1,SCH
1273,54584415,2,SCH|TECH
1274,87636397,1,PLUS
1275,77666154,2,TECH|VOC
1276,97521058,1,PLUS
1277,12968722,1,TECH
1279,54734846,1,TECH
1280,60753938,1,TECH
1281,93443712,2,PLUS|TECH
1282,31948898,1,PLUS
1283,86966061,1,VOC
1284,28007273,3,SCH|TECH|VOC
1286,27409552,1,PLUS
1287,46102405,3,SCH|TECH|VOC
1288,40291145,1,PLUS
1289,87825976,1,VOC
1290,56574888,2,SCH|VOC
1291,22201828,1,VOC
1292,27369493,1,PLUS
1293,90004656,1,TECH
1294,99726004,1,PLUS
1295,15686390,1,PLUS
1296,41445855,1,PLUS
1297,84833535,1,VOC
1299,49585077,2,PLUS|TECH
1300,68829924,3,PLUS|SCH|VOC
1301,17334310,3,PLUS|SCH|TECH
1302,58913280,2,TECH|VOC
1303,26396664,1,SCH
1304,14273658,3,PLUS|SCH|TECH
1305,98820686,1,TECH
1306,32959320,2,PLUS|TECH
1307,17350085,2,SCH|TECH
1308,12770043,2,PLUS|VOC
1309,67858606,1,PLUS
1311,63101260,1,TECH
1312,44505080,1,VOC
1313,69580659,3,PLUS|TECH|VOC
1314,81436260,2,SCH|VOC
1316,58389938,1,PLUS
1318,85171040,2,SCH|TECH
1319,95500978,1,VOC
1320,70344473,1,PLUS
1321,44991603,1,VOC
1322,86828416,1,PLUS
1324,72458202,2,SCH|TECH
1325,66934872,2,PLUS|SCH
1326,71774245,1,VOC
1327,22358622,1,SCH
1328,64156562,2,PLUS|TECH
1329,40930568,3,PLUS|SCH|TECH
1330,96207549,1,PLUS
1331,18175303,3,PLUS|TECH|VOC
1333,12421892,2,PLUS|VOC
1334,84003335,1,PLUS
1335,54596393,3,SCH|TECH|VOC
1336,51052630,2,SCH|TECH
1337,77959317,2,SCH|VOC
1338,51326142,2,SCH|TECH
1339,35066481,1,PLUS
1340,68518015,2,SCH|VOC
1341,28865768,4,PLUS|SCH|TECH|VOC
1342,60968846,3,PLUS|SCH|TECH
1343,27030337,1,SCH
1344,69444048,2,PLUS|VOC
1345,93410225,2,SCH|TECH
1346,50579039,2,SCH|TECH
1348,42528171,1,PLUS
1349,19561156,1,TECH
1350,46193334,1,VOC
1351,86984297,1,TECH
1352,14454330,1,TECH
1354,87918067,2,SCH|VOC
1355,36358707,4,PLUS|SCH|TECH|VOC
1357,33000256,2,SCH|TECH
1358,39029725,2,PLUS|SCH
1359,98451307,2,PLUS|TECH
1360,43091057,3,PLUS|TECH|VOC
1361,34921334,2,PLUS|TECH
1362,89576137,2,SCH|VOC
1363,39167155,1,VOC
1364,30814233,1,SCH
1365,11978622,2,PLUS|SCH
1366,32330427,1,TECH
1368,42123671,2,PLUS|SCH
1369,25706272,1,TECH
1370,92746886,2,SCH|VOC
1371,46207497,2,SCH|VOC
1373,12648580,3,PLUS|SCH|VOC
1374,85643715,3,SCH|TECH|VOC
1375,49320205,4,PLUS|SCH|TECH|VOC
1376,44182277,4,PLUS|SCH|TECH|VOC
1377,60493921,2,PLUS|TECH
1379,74535895,1,TECH
1380,75939468,2,SCH|TECH
1381,19068973,3,PLUS|SCH|TECH
1382,31525708,2,TECH|VOC
1383,78189543,2,PLUS|SCH
1384,67009139,2,SCH|VOC
1385,85306558,2,PLUS|SCH
1386,98685344,1,VOC
1387,85770079,1,TECH
1388,49514786,3,PLUS|SCH|VOC
1389,25132415,2,TECH|VOC
1390,26699133,2,SCH|VOC
1391,21887286,1,SCH
1392,35767377,1,PLUS
1394,16291715,1,TECH
1395,54653615,2,SCH|VOC
1396,70098447,3,PLUS|SCH|TECH
1397,73841910,2,PLUS|TECH
1398,34216590,2,SCH|TECH
1399,31356343,1,SCH
1400,36235070,3,SCH|TECH|VOC
1401,42093745,1,PLUS
1402,57894141,1,SCH
1404,17075698,2,SCH|TECH
1405,31281052,1,VOC
1406,74731404,2,SCH|TECH
1407,72452939,1,TECH
1409,72298589,1,SCH
1410,31168076,2,PLUS|TECH
1411,41424136,2,PLUS|VOC
1412,19576043,3,SCH|TECH|VOC
1413,72169894,2,PLUS|TECH
1414,89868447,1,PLUS
1415,76805175,2,PLUS|VOC
1416,61901085,4,PLUS|SCH|TECH|VOC
1417,94997392,1,PLUS
1418,30847169,1,PLUS
1419,92509986,2,PLUS|TECH
1420,55349245,3,SCH|TECH|VOC
1421,29600614,1,PLUS
1422,27988956,1,SCH
1423,89112811,1,SCH
1424,47549488,1,VOC
1426,83502838,1,VOC
1427,73366381,2,SCH|VOC
1429,46365564,1,PLUS
1430,60968569,1,PLUS
1431,18604884,1,SCH
1432,23062971,1,VOC
1433,71859648,1,PLUS
1434,43800407,1,PLUS
1435,98519805,1,VOC
1436,21647236,1,VOC
1437,14492483,2,SCH|TECH
1438,58269850,1,SCH
1439,57560131,3,PLUS|TECH|VOC
1442,75890329,2,PLUS|VOC
1443,55242772,1,TECH
1444,70204171,2,SCH|VOC
1445,76703346,3,PLUS|SCH|VOC
1446,81309530,1,TECH
1447,59642867,1,SCH
1448,90237609,2,PLUS|VOC
1449,14985525,2,SCH|VOC
1450,68239787,2,PLUS|TECH
1451,31183862,3,PLUS|SCH|VOC
1452,73860744,2,SCH|VOC
1453,60292368,1,TECH
1454,18037525,1,PLUS
1456,52524395,2,SCH|VOC
1457,79718531,1,PLUS
1458,19121702,1,VOC
1459,24504338,2,PLUS|VOC
1460,40299882,4,PLUS|SCH|TECH|VOC
1462,14573121,1,VOC
1463,95174825,1,VOC
1464,57270850,2,TECH|VOC
1465,20365975,2,SCH|TECH
1466,26122249,1,VOC
1467,15043991,1,SCH
1468,61159757,2,SCH|TECH
1469,23238967,1,SCH
1470,61696348,2,PLUS|TECH
1471,16018949,1,VOC
1472,71524281,3,PLUS|SCH|TECH
1473,37332854,2,TECH|VOC
1474,64739517,1,TECH
1476,28774471,3,PLUS|SCH|VOC
1477,75565298,2,SCH|TECH
1478,43197634,1,VOC
1479,24527093,2,TECH|VOC
1480,89609762,3,SCH|TECH|VOC
1481,98988209,1,SCH
1482,93828732,2,PLUS|TECH
1483,33053150,1,VOC
1484,12571720,1,TECH
1485,28156328,2,SCH|VOC
1486,65796147,2,SCH|TECH
1487,36304716,1,VOC
1488,56509909,3,PLUS|SCH|TECH
1489,43915764,2,SCH|VOC
1490,36103070,2,SCH|VOC
1491,30164072,1,TECH
1492,48333001,4,PLUS|SCH|TECH|VOC
1493,92850903,2,PLUS|VOC
1494,78313344,2,PLUS|VOC
1495,94956292,1,TECH
1496,80629700,2,PLUS|TECH
1497,80650431,1,PLUS
1498,27668895,2,SCH|TECH
1500,33179292,3,PLUS|TECH|VOC
1503,28008622,2,SCH|VOC
1504,25049281,2,SCH|TECH
1505,79218993,3,PLUS|TECH|VOC
1507,80019294,1,TECH
1508,31992370,2,SCH|TECH
1509,12946241,2,TECH|VOC
1510,11544791,1,VOC
1511,25851419,2,SCH|TECH
1513,74642957,1,VOC
1515,36419131,1,VOC
1516,64621853,1,TECH
1518,90632613,3,PLUS|SCH|TECH
1519,76739837,3,PLUS|TECH|VOC
1520,49059332,2,PLUS|VOC
1521,55799693,1,VOC
1522,78380880,1,VOC
1524,68802124,2,PLUS|SCH
1525,56299841,1,VOC
1526,10354523,2,SCH|TECH
1528,77465708,3,PLUS|SCH|TECH
1529,63223998,3,SCH|TECH|VOC
1530,96194417,1,TECH
1531,50450560,2,TECH|VOC
1533,35849313,4,PLUS|SCH|TECH|VOC
1534,83907211,1,VOC
1535,47549647,2,PLUS|SCH
1536,42211908,1,VOC
1537,75959809,1,PLUS
1538,87876113,1,VOC
1539,78572190,1,PLUS
1541,55342937,2,SCH|TECH
1543,49345327,2,PLUS|SCH
1544,78559883,1,SCH
1545,44462133,1,SCH
1546,45152963,3,PLUS|SCH|VOC
1547,52459428,1,PLUS
1548,87290551,2,SCH|TECH
1549,81404599,1,SCH
1550,82935310,1,VOC
1551,96244314,2,SCH|VOC
1552,47248849,1,PLUS
1553,91023692,1,VOC
1554,88445646,2,SCH|TECH
1555,75916227,3,PLUS|SCH|TECH
1558,68964116,2,PLUS|SCH
1559,99484103,1,SCH
1561,96095674,1,VOC
1562,41897383,1,PLUS
1564,26195804,3,PLUS|TECH|VOC
1565,52354648,1,VOC
1566,92546596,1,TECH
1567,73457995,1,TECH
1568,28327026,2,SCH|TECH
1569,33851205,4,PLUS|SCH|TECH|VOC
1571,88103477,1,VOC
1574,82987126,3,PLUS|SCH|TECH
1575,45616644,1,PLUS
1576,74377393,1,PLUS
1577,38703415,1,PLUS
1579,21980102,1,VOC
1581,16952045,3,PLUS|SCH|VOC
1582,31840594,1,SCH
1583,11951278,3,PLUS|TECH|VOC
1584,86520791,2,SCH|VOC
1586,47334460,2,PLUS|TECH
1587,83502837,1,TECH
1588,27375659,3,PLUS|SCH|TECH
1589,61830999,2,SCH|TECH
1590,53241940,1,PLUS
1591,12827313,1,PLUS
1593,78320452,2,PLUS|SCH
1594,96939740,1,TECH
1596,53986248,1,SCH
1597,75525207,1,PLUS
1598,69193036,2,PLUS|TECH
1599,67561766,1,TECH
1600,40676127,4,PLUS|SCH|TECH|VOC
1601,41387892,1,SCH
1602,31245020,1,SCH
1603,21872464,1,PLUS
1604,45010574,1,TECH
1605,84541703,1,TECH
1606,82592239,2,PLUS|SCH
1607,61109406,1,VOC
1608,58798639,2,PLUS|SCH
1609,67437930,1,TECH
1610,19250084,1,PLUS
1611,78593346,1,TECH
1612,69976098,1,VOC
1613,21206698,2,PLUS|SCH
1615,38265460,1,TECH
1616,10016145,1,PLUS
1617,59449217,1,TECH
1618,75413577,2,PLUS|TECH
1619,35100154,3,PLUS|SCH|VOC
1620,41759505,1,SCH
1621,23330923,2,PLUS|SCH
1622,61372134,1,SCH
1623,10978095,2,PLUS|SCH
1624,43415626,2,PLUS|VOC
1625,64247608,1,VOC
1626,33231328,2,PLUS|SCH
1627,75817532,2,PLUS|SCH
1628,53043124,2,PLUS|VOC
1629,91306888,1,SCH
1630,56076501,1,TECH
1631,95430630,1,SCH
1633,41394014,1,VOC
1634,48080929,1,VOC
1635,85902034,2,SCH|TECH
1636,75910139,1,PLUS
1637,65767719,2,PLUS|VOC
1638,80510741,2,SCH|TECH
1639,34360444,1,VOC
1640,70058440,2,SCH|VOC
1641,62450460,2,TECH|VOC
1645,14688586,1,PLUS
1646,17076084,1,VOC
1648,15276122,3,PLUS|SCH|TECH
1649,38844653,1,PLUS
1650,49822568,1,PLUS
1651,48098536,2,SCH|VOC
1652,20072117,1,TECH
1653,83676377,1,PLUS
1654,31161881,2,SCH|VOC
1655,30138834,1,PLUS
1656,47959633,2,PLUS|VOC
1657,36616333,1,TECH
1658,97371709,2,PLUS|TECH
1659,41971752,2,SCH|VOC
1660,89748650,1,SCH
1661,92766793,2,SCH|VOC
1662,89362594,3,PLUS|SCH|TECH
1664,37685026,2,SCH|TECH
1665,95120667,2,PLUS|VOC
1666,65580224,1,PLUS
1670,62900471,2,PLUS|SCH
1671,23337370,2,PLUS|VOC
1672,96251321,3,PLUS|SCH|TECH
1673,63523596,2,SCH|VOC
1674,86986647,1,SCH
1675,86438116,2,TECH|VOC
1676,83018930,2,PLUS|SCH
1677,85366409,1,VOC
1679,13856812,3,SCH|TECH|VOC
1680,29846665,2,PLUS|VOC
1681,99066240,2,SCH|VOC
1682,44078615,2,PLUS|VOC
1683,72081735,1,SCH
1684,80313876,2,PLUS|VOC
1685,86830303,3,PLUS|SCH|TECH
1686,52939958,2,PLUS|TECH
1687,25681323,1,SCH
1688,26773207,3,PLUS|TECH|VOC
1689,58008794,2,PLUS|VOC
1690,24131536,4,PLUS|SCH|TECH|VOC
1692,62193650,3,PLUS|SCH|TECH
1695,21965928,2,PLUS|SCH
1697,46260563,2,PLUS|SCH
1699,48462628,3,PLUS|TECH|VOC
1701,63690535,2,TECH|VOC
1702,63573878,2,SCH|TECH
1703,62862467,3,SCH|TECH|VOC
1704,67742815,3,PLUS|SCH|TECH
1706,84819541,3,SCH|TECH|VOC
1707,62920955,1,TECH
1708,48003458,2,TECH|VOC
1709,16194289,1,PLUS
1710,62791055,1,VOC
1711,83745996,2,PLUS|TECH
1712,94856640,3,PLUS|SCH|TECH
1713,44905944,1,SCH
1714,28067677,3,PLUS|SCH|TECH
1715,14443293,2,PLUS|VOC
1716,46419627,2,PLUS|VOC
1717,56180341,2,SCH|VOC
1718,74354434,1,SCH
1719,23089706,2,SCH|VOC
1720,19777233,2,PLUS|SCH
1721,71814219,3,PLUS|SCH|TECH
1722,53634616,2,SCH|TECH
1723,67327320,2,PLUS|SCH
1725,25226934,3,PLUS|SCH|VOC
1726,60455763,1,PLUS
1728,89541250,2,PLUS|SCH
1730,14725195,2,SCH|VOC
1731,30344320,1,SCH
1732,41635154,4,PLUS|SCH|TECH|VOC
1733,59498486,3,SCH|TECH|VOC
1734,54004149,2,PLUS|TECH
1735,99849459,2,PLUS|VOC
1736,43305439,1,VOC
1737,12245490,1,TECH
1738,45143561,2,SCH|TECH
1739,36487434,1,TECH
1740,83568190,1,SCH
1742,14737076,2,PLUS|VOC
1743,44518559,1,SCH
1744,58066313,1,PLUS
1745,77503142,2,TECH|VOC
1746,27032738,4,PLUS|SCH|TECH|VOC
1747,49533451,2,SCH|TECH
1748,98126574,2,SCH|VOC
1749,56080521,1,SCH
1750,25264369,2,PLUS|VOC
1751,72571790,1,TECH
1752,67735664,2,PLUS|VOC
1753,78628629,1,SCH
1754,56659686,1,PLUS
1755,85887403,3,PLUS|SCH|TECH
1756,69342241,1,PLUS
1757,52413506,1,SCH
1758,24044274,2,PLUS|TECH
1759,47401092,1,SCH
1760,13083690,3,PLUS|SCH|VOC
1761,86938012,2,PLUS|SCH
1762,29886386,2,PLUS|SCH
1763,49905391,2,PLUS|VOC
1764,61762834,1,TECH
1765,31663649,2,SCH|TECH
1766,21489788,1,PLUS
1767,99290821,3,SCH|TECH|VOC
1768,43402877,2,PLUS|TECH
1770,11941728,1,TECH
1771,56995391,1,SCH
1772,52112003,4,PLUS|SCH|TECH|VOC
1773,30011106,2,SCH|TECH
1774,15961044,1,SCH
1776,26020678,2,TECH|VOC
1777,25554265,2,PLUS|VOC
1778,10991502,2,SCH|TECH
1779,94650751,3,PLUS|TECH|VOC
1780,69114124,1,PLUS
1781,79325387,3,PLUS|TECH|VOC
1782,49475426,2,SCH|VOC
1783,24277696,3,PLUS|SCH|TECH
1784,83888307,1,TECH
1785,15463042,1,SCH
1786,39413080,2,SCH|VOC
1787,97008713,1,VOC
1789,27697461,2,TECH|VOC
1790,47438725,1,PLUS
1791,99548878,2,PLUS|VOC
1792,72878778,2,PLUS|SCH
1793,34335725,2,PLUS|VOC
1794,56983195,1,VOC
1795,77191418,1,TECH
1796,80070728,1,VOC
1797,77799011,1,TECH
1799,87031272,2,SCH|TECH
1800,31465712,1,VOC
1801,55299368,1,TECH
1802,80854964,2,PLUS|SCH
1803,86825841,1,VOC
1804,11123267,2,PLUS|SCH
1805,30528733,4,PLUS|SCH|TECH|VOC
1806,35270325,1,VOC
1807,33608547,2,PLUS|VOC
1808,69215408,1,SCH
1809,24790853,2,PLUS|SCH
1810,37921512,3,PLUS|SCH|VOC
1811,22330471,2,TECH|VOC
1812,80957420,1,SCH
1813,39450832,2,PLUS|VOC
1816,72553771,2,SCH|TECH
1817,91542980,1,PLUS
1819,89520411,2,PLUS|VOC
1820,31216439,2,PLUS|TECH
1821,77431786,3,PLUS|TECH|VOC
1822,69843840,1,PLUS
1823,26947996,3,PLUS|TECH|VOC
1824,12193862,1,SCH
1825,45151432,1,PLUS
1826,58229521,2,TECH|VOC
1827,20599735,1,TECH
1829,77638590,1,TECH
1830,69463339,3,PLUS|SCH|VOC
1831,25376128,1,VOC
1832,39982417,1,SCH
1833,70640795,3,PLUS|SCH|TECH
1834,31889608,1,SCH
1835,34678331,2,PLUS|VOC
1837,80621626,1,TECH
1838,46069270,2,PLUS|VOC
1839,65192060,1,SCH
1840,45149345,1,SCH
1841,74105877,1,VOC
1843,43067977,1,PLUS
1844,79553479,2,PLUS|TECH
1845,16648129,1,TECH
1846,94624286,1,TECH
1847,74492536,4,PLUS|SCH|TECH|VOC
1848,55649927,2,SCH|TECH
1849,78812902,2,TECH|VOC
1850,23136524,3,PLUS|TECH|VOC
1851,46036538,1,VOC
1852,79891321,2,PLUS|TECH
1853,24649741,2,SCH|TECH
1854,71889175,1,TECH
1855,71596905,3,SCH|TECH|VOC
1856,33733169,1,SCH
1857,77953970,2,PLUS|VOC
1858,62880140,3,PLUS|SCH|VOC
1859,29942284,1,PLUS
1860,31225952,2,TECH|VOC
1861,87241350,2,TECH|VOC
1862,91772015,1,SCH
1863,53969051,1,SCH
1867,69278774,2,SCH|VOC
1868,93959277,1,TECH
1869,24398546,2,TECH|VOC
1870,26410285,1,PLUS
1871,74964934,2,PLUS|VOC
1872,43539303,3,PLUS|TECH|VOC
1873,47675950,1,PLUS
1874,24013159,2,PLUS|VOC
1875,10502052,3,PLUS|TECH|VOC
1876,86515426,3,SCH|TECH|VOC
1877,73541657,1,SCH
1878,68152649,3,PLUS|SCH|TECH
1879,17889537,1,TECH
1880,45707180,1,PLUS
1881,72772121,1,SCH
1882,81569760,3,PLUS|TECH|VOC
1883,35980604,2,SCH|VOC
1886,53246230,3,PLUS|SCH|TECH
1887,58660985,2,SCH|TECH
1888,68952302,1,TECH
1889,30307931,2,SCH|VOC
1890,61599700,1,SCH
1891,80822714,3,PLUS|SCH|TECH
1893,59917647,1,SCH
1894,97540265,1,PLUS
1895,82486770,1,SCH
1896,80529906,2,TECH|VOC
1897,60635121,3,PLUS|SCH|TECH
1898,80899398,1,TECH
1899,93415939,2,PLUS|TECH
1900,54838683,1,SCH
1901,87993653,1,TECH
1902,84515996,2,SCH|TECH
1903,70665647,1,TECH
1904,56379398,2,SCH|TECH
1905,47280397,1,TECH
1906,95394210,1,PLUS
1907,31654325,1,VOC
1909,97606127,2,PLUS|TECH
1910,41737742,2,SCH|TECH
1911,15126026,1,TECH
1912,46691719,1,TECH
1913,32236316,1,SCH
1914,65261046,1,VOC
1915,83846845,3,PLUS|SCH|VOC
1916,78564064,3,PLUS|SCH|VOC
1917,52163391,1,VOC
1918,17000794,2,PLUS|VOC
1919,77590047,2,TECH|VOC
1920,97518125,3,PLUS|SCH|VOC
1921,16637364,1,TECH
1922,32859170,1,VOC
1923,21477571,2,SCH|TECH
1924,74209943,2,PLUS|TECH
1925,91749555,1,PLUS
1926,32712561,1,SCH
1927,17530400,1,SCH
1928,46634354,1,VOC
1929,71604156,1,VOC
1930,49311181,1,PLUS
1932,89722688,1,TECH
1934,80647142,2,PLUS|SCH
1935,74318409,3,PLUS|TECH|VOC
1936,19717833,1,SCH
1937,10859190,2,PLUS|VOC
1938,34471441,1,PLUS
1939,94973393,1,VOC
1940,20012982,1,VOC
1941,20327493,2,SCH|TECH
1942,41071321,1,PLUS
1944,12871038,1,PLUS
1945,59335658,1,VOC
1946,65163300,1,SCH
1948,43296039,3,PLUS|SCH|TECH
1949,14817439,1,PLUS
1950,34706155,1,VOC
1951,71215394,1,VOC
1952,87881429,1,PLUS
1953,43452427,1,SCH
1954,30833313,3,PLUS|SCH|TECH
1955,87789671,1,VOC
1956,94989716,2,PLUS|SCH
1958,23582811,3,PLUS|SCH|VOC
1959,84642078,1,VOC
1961,74287218,2,PLUS|TECH
1963,73575916,3,PLUS|TECH|VOC
1964,13782653,2,TECH|VOC
1965,77626740,3,SCH|TECH|VOC
1966,37423498,3,PLUS|TECH|VOC
1967,65854454,2,PLUS|VOC
1968,95914139,1,SCH
1969,66601919,1,VOC
1970,44436835,1,TECH
1971,18612304,2,PLUS|SCH
1972,39231925,1,VOC
1973,56991068,2,SCH|TECH
1974,89750628,3,SCH|TECH|VOC
1976,82433847,1,SCH
1977,40718118,1,PLUS
1979,63703403,1,SCH
1980,14866710,2,SCH|TECH
1981,83116783,1,VOC
1982,43777420,1,SCH
1983,75317756,1,PLUS
1984,62543403,1,PLUS
1985,36738225,2,PLUS|VOC
1986,25687218,2,SCH|VOC
1987,48373096,4,PLUS|SCH|TECH|VOC
1989,38402180,1,SCH
1990,15425350,2,TECH|VOC
1991,28896219,2,PLUS|SCH
1992,76161613,4,PLUS|SCH|TECH|VOC
1993,56678696,2,PLUS|SCH
1994,15062785,2,SCH|TECH
1995,40954066,2,SCH|VOC
1996,14053301,1,PLUS
1997,48553029,1,TECH
1998,35125332,1,SCH
2001,69686509,3,PLUS|SCH|VOC
2002,44086060,2,PLUS|TECH
2003,26692837,4,PLUS|SCH|TECH|VOC
2005,91037151,1,PLUS
2006,45463719,1,VOC
2007,88399776,1,SCH
2008,94457909,1,PLUS
2010,95190598,3,PLUS|SCH|TECH
2011,82794055,2,PLUS|SCH
2012,92278420,1,SCH
2013,16777558,3,PLUS|SCH|TECH
2014,18206879,1,PLUS
2015,75566886,1,VOC
2018,54161644,3,SCH|TECH|VOC
2019,37234157,2,SCH|VOC
2020,50205857,2,SCH|TECH
2021,57318239,1,VOC
2022,57111504,1,VOC
2023,66823841,1,VOC
2024,97670851,3,SCH|TECH|VOC
2025,81778448,1,SCH
2026,97252135,2,SCH|TECH
2027,19502237,2,PLUS|SCH
2028,93462304,1,PLUS
2029,72923973,1,SCH
2030,51949099,1,SCH
2031,47781952,1,VOC
2032,72906871,1,TECH
2034,22303040,3,PLUS|SCH|VOC
2035,95667481,2,PLUS|SCH
2036,85891673,2,SCH|TECH
2037,99446929,1,SCH
2038,66741018,2,TECH|VOC
2039,77636701,2,PLUS|SCH
2040,79752010,1,TECH
2041,68606757,2,PLUS|SCH
2042,59079312,1,PLUS
2043,52549710,2,SCH|TECH
2044,42400492,2,PLUS|SCH
2045,72040483,1,SCH
2046,82239027,1,PLUS
