beneficiary_id,full_name,national_id_no,mobile_number,email,dob,gender,county,sub_county,ward,address,enrollment_date,status,household_size,employment_status,monthly_income,support_type,beneficiary_category
PLUS-000283,maina senteu,88536501,254 768 414 27,maina.senteu@outlook.com,2002-07-13,FEMALE,Mombasa,Changamwe,Airport,"House 223, Likoni Road, Likoni",2024-03-05,inactive,9,Self-Employed,23500,Food Support,PWD
PLUS-000284,syombua wangari,65459928,254 799 333 17,syombua@gmail.com,06/05/2005,M,Machakos,Kathiani,Lower Kaewa/Iveti,Plot217Lane3Kilimani,20261012,inactive,4,Unemployed,56000,Cash Transfer,Vulnerable
PLUS-000285,jonathan emily jepkorir,14478997,254 703 919 80,jonathan.jepkorir@gmail.com,1979-07-28,FEMALE,Kisumu,Kisumu East,Nyalenda 'A',"House 104, Kitisuru Road, Kiambu Road",03/21/2024,inactive,5,Student,56000,Medical Cover,Orphan
PLUS-000286,cynthia simon chepkorir,14306243,254 789 370 55,cynthia.chepkorir@gmail.com,1973-06-21,MALE,Nairobi,Westlands,Kitisuru,"Plot 273, Lane 17, Ruiru",20230609,active,1,Student,30500,Food Support,Youth
PLUS-000287,simon timothy rotich,60782359,254 733 757 54,s.r@gmail.com,10/26/1977,female,Machakos,Kathiani,Upper Kaewa/Iveti,"plot 212, lane 3, jogoo",03-06-2026,INACTIVE,5,Self-Employed,17000,Medical Cover,Vulnerable
PLUS-000288,margaret m. gitonga,5857-3820,254 772 156 76,margaret.gitonga@gmail.com,,FEMALE,Trans Nzoia,Kwanza,,"House 139, Kilimani Road, Langata",Unknown,inactive,8,Retired,20000,Medical Cover,Vulnerable
PLUS-000289,ondieki osenko,34996513,254 758 873 91,ondieki.oseko@yahoo.com,1993-04-23,MALE,Mombasa,Mvita,Mji wa Kale,"Plot 355, Lane 5, Kasarani",04-Jun-2026,pending,5,Self-Employed,23000,Food Support,Elderly
PLUS-000290,philemon onyango,58182841,254 717 630 76,philemon.onyango@gmail.com,1983-06-08,MALE,Machakos,Machakos Town,Machakos Central,"House 153, Ngong Road, Kasarani",16/12/2025,pending,5,Student,8000,Food Support,Widow
PLUS-000291,anthony martin wangari,72505408,254 762 835 24,anthony.wangari@hotmail.com,1965-02-25,FEMALE,Nyeri,Nyeri Town,Kiganjo/Mathari,"Plot 1, Lane 13, Ruiru",01/06/2025,inactive,4,Employed,32500,Medical Cover,PWD
PLUS-000292,wachira tsuma,31043077 ,254 107 136 85,wachira.tsuma@gmail.com,1997-06-01,MALE,Kakamega,Mumias East,East Wanga,"House 200, Athi River Avenue, Thika",04/02/2023,active,4,Employed,25500,Business Grant,Orphan
PLUS-000293,jebet nekesa otieno,87034382,254 788 588 64,jebet.otieno@gmail.com,1973-04-08,FEMALE,Kiambu,Lari,Kinale,"House 359, Limuru Drive, Kileleshwa",2023-03-10,inactive,4,Retired,74500,Cash Transfer,Widow
PLUS-000294,rachel mutune,66934872,254 724 258 08,rachel.mutune@outlook.com,1980-09-17,FEMALE,Meru,Buuri,Ruiri/Rwarera,"House 480, River Road Street, Kikuyu",03/03/2025,active,2,Student,64500,Cash Transfer,Youth
PLUS-000295,judith kikorir,86299547,254 704 001 22,judith.kipkorir@gmail.com,1998-09-11,MALE,Nairobi,Lang'ata,Nairobi West,"Plot 255, Lane 17, Ruaraka",14/09/2025,pending,2,Student,48500,Business Grant,Youth
PLUS-000296,gathoni mutwrii,97978959,254 776 497 00,gathoni.mutwiri@gmail.com,1999-04-07,MALE,Kiambu,Kabete,Kabete,"House 92, Ngong Avenue, Kileleshwa",12/24/2024,inactive,5,Employed,124500,Food Support,Widow
PLUS-000297,kipkemboi alli,42854392,254 751 378 75,kipkemboi.ali@gmail.com,1997-04-21,FEMALE,Machakos,Mavoko,Kinanie,"Plot 153, Lane 15, Westlands",12/20/2026,active,2,Employed,38500,Medical Cover,Widow
PLUS-000298,mumo njeri musalia,30847169,254 102 049 88,mumo.musalia@outlook.com,1988-10-10,MALE,Nakuru,Rongai,Solai,"Plot 111, Lane 8, Kikuyu",2024-11-16,pending,4,Retired,17000,Business Grant,Youth
PLUS-000299,dennis mumo,46389263,254 716 520 65,dennis_mumo@yahoo.com,20/03/2001,female,Kiambu,Kikuyu,Kinoo,"house 327, tom mboya road, jogoo",2023-07-02,inactive,1,Unemployed,20000,Business Grant,PWD
PLUS-000300,samuel kaloki omar,89714295,254 753 674 73,samuel.omar@gmail.com,1970-06-10,FEMALE,Nairobi,Westlands,Mountain View,"Plot 335, Lane 16, Ngong",29-09-2024,inactive,5,Unemployed,47500,Medical Cover,Orphan
PLUS-000301,nabwire wafula kihika,32645646,254 714 813 77,nabwire.kihika@hotmail.com,1988-07-04,MALE,Kiambu,Unknown,Limuru East,"House 388, Jogoo Drive, Jogoo",03/12/2023,Not Provided,4,Not Provided,29500,Cash Transfer,PWD
PLUS-000302,gathoni chepkirui,18524087,254 794 564 93,gathoni.chepkirui@outlook.com,1970-05-20,FEMALE,Kisumu,Kisumu Central,Kaloleni,"House 381, Garden Estate Street, Outering",06-Sep-26,inactive,4,Retired,38000,Cash Transfer,Orphan
PLUS-000303,esther mwania,35431755,254 763 077 32,esther.mwania@hotmail.com,1997-07-21,FEMALE,Uasin Gishu,Not Provided,Not Provided,"House 377, Waiyaki Road, Westlands",22/11/2023,pending,6,Unemployed,7500,Food Support,Vulnerable
PLUS-000304,chepkirui mwirigi momanyi,29024449,254 721 051 87,chepkirui.momanyi@gmail.com,1977-12-02,FEMALE,Kakamega,Mumias West,Mutema,"House 222, Langata Avenue, Thika Superhighway",21-May-25,active,6,Retired,38000,Cash Transfer,Elderly
PLUS-000305,muthoka muenyori,50827124,254 774 147 52,muthoka.munyori@gmail.com,1976-06-13,MALE,Turkana,Turkana South,Katilu,"Plot 397, Lane 5, Outering",2023-02-05,active,9,Retired,12000,Cash Transfer,Orphan
PLUS-000306,jane wadada,83508869,254 722 158 28,jane.wadada@gmail.com,1990-05-20,FEMALE,Meru,North Imenti,Kithirune,"House 295, Argwings Kodhek Road, Kenyatta",31-Aug-25,inactive,3,Self-Employed,73000,Business Grant,Widow
PLUS-000307,catherine mworoa,85127595,254 108 287 35,catherine.mworoa@gmail.com,Not Provided,MALE,BOMET,KONOIN,MOGOGOSIEK,Not Provided,23-12-2026,active,5,Retired,62000,Education Support,Widow
PLUS-000308,akinyi isaiah mutai,42835306,+254 719 966 20,akinyi.mutai@yahoo.com,1973-11-26,FEMALE,Mombasa,Changamwe,Chaani,"Plot 343, Lane 18, Ruaraka",11 Jan 2024,pending,5,Self-Employed,39500,Education Support,Youth
PLUS-000309,nasimiyu korir,18579673,254 721 240 52,nasimiyu82@outlook.com,12-05-2001,Male,Machakos,Not Provided,Muthesya,"HOUSE 455, KASARANI AVENUE, THIKA",2026-10-03,ACTIVE,4,Student,25000,Business Grant,Vulnerable
PLUS-000310,moraa habakkuk maingi,86828416,254 737 344 47,moraamaingi@hotmail.com,22-Jul-71,FEMALE,Nakuru,Bahati,Kabatini,"PLOT 225, LANE 9, KENYATTA",04-10-2024,Active,4,Retired,5000,Education Support,Orphan
PLUS-000311,sharon wamalwra,11099317,254 705 801 27,sharon.wamalwa@gmail.com,2005-10-25,MALE,Kiambu,Kiambu,Kihara,"House 469, Juja Street, Langata",10/15/2025,inactive,1,Self-Employed,34000,Medical Cover,Widow
PLUS-000312,kasina owuor kanampiu,70317901,254 721 353 99,kasina.kanampiu@hotmail.com,1987-10-27,FEMALE,Nyeri,Mukurweini,Mukurwe-ini West,"Plot 59, Lane 11, Kitisuru",27-Feb-2024,Unknown,8,Unemployed,39500,Cash Transfer,Vulnerable
PLUS-000313,elizabeth sarah omondi,96791517,254 763 041 89,elizabethomondi@gmail.com,1995-06-01,male,Kiambu,Ruiru,Gatong'ora,,Unknown,ACTIVE,5,Employed,73500,Cash Transfer,PWD
PLUS-000314,nyambane kene,13145430,254 735 836 80,nyambane.kenei@gmail.com,1987-07-17,FEMALE,Kakamega,Khwisero,Kisa East,"House 330, Westlands Street, Tom Mboya",11 Dec 2024,inactive,4,Employed,57000,Education Support,Elderly
PLUS-000315,nanjala margaret nabea,66772359,254 793 413 92,Not Provided,1970-08-21,FEMALE,Nairobi,Lang'ata,Mugumu-ini,Not Provided,26/10/2023,Not Provided,7,Retired,20000,Cash Transfer,Orphan
PLUS-000316,ann koech,47248849,254 745 882 13,ann.koech@gmail.com,1996-04-09,FEMALE,Kiambu,Kiambu,Riabai,"House 342, Athi River Drive, Waiyaki",2026-06-25,active,3,Unemployed,33500,Medical Cover,Youth
PLUS-000317,otieno esther namukhula,31-914-709,254 711 682 64,otieno.namukhula@gmail.com,1998-07-01,FEMALE,Mombasa,Nyali,Mkomani,"Plot 394, Lane 9, Garden Estate",02/08/2024,pending,2,Employed,68500,Business Grant,Elderly
PLUS-000318,barnabas naliaka,7422-0011,254 734 400 65,barnabas.naliaka@gmail.com,1982-04-23,FEMALE,Turkana,Turkana West,Lopur,"Plot 325, Lane 20, Kitisuru",04/01/2026,inactive,4,Unemployed,14500,Education Support,Vulnerable
PLUS-000319,mwangi mwakideu,83691032,254 759 224 80,,,FEMALE,,Kangundo,Kangundo East,"House 110, Ngong Street, Thika",29 Jul 2026,pending,5,Unemployed,69000,Education Support,Youth
PLUS-000320,muthaa namukhula kipkemoi,44-845-000,254 779 481 71,muthaa.kipkemoi@yahoo.com,1999-05-15,MALE,Nairobi,Dagoretti North,Gatina,"Plot 243, Lane 2, Likoni",2024-06-27,active,1,Retired,32500,Medical Cover,Widow
PLUS-000321,kipsang simon nanjala,68361406,254 115 406 12,kipsang.nanjala@gmail.com,2006-07-09,MALE,Nairobi,Lang'ata,Mugumu-ini,"Plot 239, Lane 14, Limuru",13-Nov-2023,inactive,4,Student,81000,Medical Cover,Widow
PLUS-000322,kipchumba masinde,93403051,254 775 286 26,kipchumba.masinde@hotmail.com,1995-05-26,MALE,Uasin Gishu,Ainabkoi,Racecourse,"Plot 297, Lane 7, Limuru",02-10-2026,active,9,Self-Employed,58500,Food Support,Elderly
PLUS-000323,nekesa wamalwa,41891276,254 114 322 85,nekesa.wamalwa@gmail.com,1974-10-26,FEMALE,Nakuru,Subukia,Subukia,"Plot 8, Lane 8, Limuru",2025-04-27,pending,6,Employed,28000,Medical Cover,Youth
PLUS-000324,rimberia kaimenyi kinya,13680680,254 112 496 00,rimberia.kinya@gmail.com,1983-04-02,MALE,Machakos,Mavoko,Kinanie,"Plot 266, Lane 17, Waiyaki",13-Feb-2025,inactive,2,Employed,24000,Food Support,Youth
PLUS-000325,martin zephaniah kasina,11-502-307,254 798 332 03,martin.kasina@yahoo.com,1979-07-27,FEMALE,Nakuru,Bahati,Bahati,"Plot 238, Lane 19, Mugumo",04/11/2025,active,4,Student,19500,Food Support,Orphan
PLUS-000326,kimani wachira mutua,67937221,254 105 846 80,kimani.mutua@gmail.com,1999-11-04,FEMALE,Kiambu,Kiambu,Ndumberi,"House 159, Karen Drive, Kenyatta",16/03/2026,inactive,4,Self-Employed,21500,Food Support,Widow
PLUS-000327,jonah wayoike,25457874,+254 725-171-43,jonah.wanyoike@gmail.com,1989-04-06,MALE,NAIROBI,Kasarani,Kamulu,"House 239, Athi River Street, Likoni",2025-09-09,active,7,Self-Employed,173000,Food Support,Vulnerable
PLUS-000328,naliaka hannah mugo,43296039,0706.339.17,naliaka.mugo@gmail.com,2000-03-09,FEMALE,Kakamega,Ikolomani,Idakho Central,"Plot 335, Lane 15, Garden Estate",20250926,inactive,4,Student,168500,Food Support,Widow
PLUS-000329,silas nasimiyu,18958209,254 118 618 30,silas.nasimiyu@outlook.com,1991-09-04,FEMALE,Turkana,Turkana North,Kaeris,"Plot 210, Lane 9, Kiambu Road",27-Aug-2026,,10,Student,8500,Food Support,Orphan
PLUS-000330,leah kilonzo simiyu,73156467,254 751 146 01,leah.simiyu@yahoo.com,1991-02-15,FEMALE,Nakuru,Bahati,Kiamaina,"Plot 76, Lane 9, Langata",04-01-2024,active,2,Self-Employed,77500,Business Grant,Vulnerable
PLUS-000331,mwania gichuru,69686509,254 762 582 66,mwania.gichuru@hotmail.com,1956-08-06,MALE,Kakamega,Shinyalu,Isukha South,"Plot 368, Lane 17, Kasarani",2023-08-16,inactive,7,Self-Employed,29500,Business Grant,PWD
PLUS-000332,jebiwott nafula koech,20135745,254 789 191 89,jebiwott.koech@yahoo.com,,MALE,Machakos,Yatta,Matuu,"House 418, Ngong Road Road, Ngong",2024-10-08,inactive,,Not Provided,5000,Cash Transfer,Vulnerable
PLUS-000333,anna onsongo,87525372,254 707 754 14,anna.onsongo@gmail.com,02-Sep-99,Male,Nairobi,Lang'ata,South C,House23KangundoStreetKenyatta,2023-06-04,active,4,Retired,42500,Medical Cover,Elderly
PLUS-000334,wambui baya,49514786,254 716 386 25,wambui.baya@gmail.com,1999-06-09,MALE,Kisumu,Nyakach,West Nyakach,"Plot 90, Lane 2, Juja",14 Jan 2024,inactive,3,Unemployed,41500,Education Support,Orphan
PLUS-000335,nashipae kinyua lubanga,31-883-041,254 734 049 94,nashipaelubanga@gmail.com,2002-11-15,F,Bomet,Chepalungu,Chebunyo,"House 258, Lavington Rd, Kileleshwa",02/11/2023,Inactive,7,Student,13500,Business Grant,Elderly
PLUS-000336,mwende kiumtai,68606757,254 722 562 50,mwende.kimutai@yahoo.com,1994-12-26,FEMALE,Kakamega,Mumias East,East Wanga,"Plot 214, Lane 15, Jogoo",2026-07-29,inactive,5,Student,41000,Medical Cover,Youth
PLUS-000337,matthew muttune,58066313,254 764 607 77,matthew.mutune@gmail.com,1969-05-07,MALE,Kilifi,Ganze,Ganze,"House 390, Kilimani Road, Kitisuru",Unknown,pending,5,,20500,Cash Transfer,Orphan
PLUS-000338,joseph mbaka,90524080,Unknown,Not Provided,1961-11-08,FEMALE,Nairobi,Dagoretti South,Riruta,"House 192, Garden Estate Road, Thika Superhighway",2024-08-11,pending,4,Not Provided,32000,Food Support,Orphan
PLUS-000339,christopher matoke,11123267,254 756 691 15,christopher.matoke@yahoo.com,1972-10-14,MALE,Mombasa,Nyali,Kongowea,"Plot 292, Lane 9, Ruaraka",20-Jan-26,active,4,Retired,5000,Medical Cover,Vulnerable
PLUS-000340,mutisya kipngetich,95190598,254 729 251 00,m.k@gmail.com,1965-12-11,Female,Kakamega,Lugari,Manda/Shivanga,"House 99, Kasarani Avenue, Likoni",08/03/2023,inactive,3,Student,13500,Medical Cover,Orphan
PLUS-000341,diana chebet keter,60 556 251,254 724 595 44,diana.keter@yahoo.com,1971-10-16,FEMALE,MOMBASA,KISAUNI,MJAMBERE,"Plot 459, Lane 12, Thika",07-Jul-2026,active,3,Retired,15500,Business Grant,Orphan
PLUS-000342,isaiah ruth keter,64643199,254 711 733 01,isaiah.keter@hotmail.com,1993-03-23,FEMALE,Nairobi,Dagoretti North,Kilimani,"Plot 337, Lane 20, Kitisuru",20240823,pending,6,Self-Employed,34000,Education Support,Youth
PLUS-000343,emily baya,32894591,254 109 077 80,emily.baya@gmail.com,1990-05-23,MALE,Mombasa,Nyali,Frere Town,"House 344, Parklands Avenue, Kikuyu",2025-12-25,active,8,Unemployed,40500,Education Support,Youth
PLUS-000344,flora mbutiha,51570260,254 781 470 33,flora.mbuthia@gmail.com,1999-06-23,FEMALE,Bomet,Sotik,Kapletundo,"House 320, Kasarani Street, Kikuyu",2023-01-17,active,2,Student,83000,Food Support,Widow
PLUS-000345,faith mburou,Not Provided,254 727 405 35,faith.mburu@gmail.com,1980-08-04,MALE,Nyeri,Othaya,Karima,"House 144, Garden Estate Avenue, Kasarani",2024-02-26,inactive,3,Student,31000,Education Support,Widow
PLUS-000346,marete bosibori anyango,69193036,254 113 307 35,marete.anyango@gmail.com,1972-12-01,FEMALE,Bungoma,Not Provided,East Sang'alo,"House 56, Outering Drive, Kasarani",2025-01-04,Not Provided,5,Unknown,39500,Cash Transfer,Widow
PLUS-000347,alice nganga,14665196,+254 775 163 85,alice.nganga@gmail.com,2005-01-17,FEMALE,Kiambu,Lari,Kamburu,"Plot 414, Lane 7, Outering",08/07/2024,pending,3,Unemployed,20500,Business Grant,Elderly
PLUS-000348,esther baya,24131536,254 796 519 45,esther.baya@yahoo.com,2005-08-15,MALE,Mombasa,Changamwe,Changamwe,"Plot 11, Lane 19, Langata",22-May-2023,active,4,Retired,21000,Education Support,Widow
PLUS-000349,onyango githinji,53300586,254 737 154 81,onyango.githinji@outlook.com,1997-10-02,FEMALE,Bungoma,Kimilili,Kamukuywa,"Plot 166, Lane 13, Garden Estate",2025-07-28,inactive,4,Self-Employed,5000,Medical Cover,Orphan
PLUS-000350,jepkoech onyango olela,75817532,254 757 703 61,jepkoech.olela@gmail.com,1990-11-10,FEMALE,Trans Nzoia,Kiminini,Sirende,"House 448, Karen Drive, Kilimani",15-Mar-2023,active,4,Retired,45000,Business Grant,Vulnerable
PLUS-000351,kemunto mukami njoroge,54044033,254 784 151 69,kemunto.njoroge@gmail.com,1970-10-10,MALE,Kisumu,Kisumu Central,Market Milimani,"House 115, Kiambu Street, Garden Estate",04 Aug 2023,pending,3,Student,5500,Business Grant,PWD
PLUS-000352,mogaka mutisya njuguna,14456047,254 767 384 57,mogaka.njuguna@hotmail.com,1960-09-17,FEMALE,Kilifi,Kaloleni,Kayafungo,"Plot 331, Lane 10, Moi Avenue",21-Jul-25,inactive,4,Unemployed,117500,Food Support,PWD
PLUS-000353,joy rweria maina,45152963,254 734 413 90,joy.maina@gmail.com,1989-01-03,FEMALE,Turkana,Turkana North,Kaikor,"Plot 204, Lane 1, Langata",06/11/2025,pending,4,Self-Employed,104500,Medical Cover,Vulnerable
PLUS-000354,patrick kiprotich macharia,88619356,254 747 043 75,patrick.macharia@gmail.com,1975-11-03,FEMALE,Bomet,Konoin,Embomos,"Plot 385, Lane 16, Thika Superhighway",09/04/2024,inactive,Not Provided,Employed,23000,Medical Cover,Orphan
PLUS-000355,robert maina,61696348,254 743 629 21,robert.maina@gmail.com,1993-07-22,MALE,Nairobi,Dagoretti South,Mutuini,"House 43, Kilimani Drive, Outering",15/06/2024,active,2,Student,16000,Food Support,Elderly
PLUS-000356,kiprotich kasina wamalwa,22343983,+25475842479,kiprotich.wamalwa@yahoo.com,1994-08-14,MALE,Mombasa,Nyali,Ziwa la Ng'ombe,"House 102, Kenyatta Avenue, Kikuyu",26-02-2024,inactive,4,Student,125500,Business Grant,Youth
PLUS-000357,joy mwwakideu,77699065,254 714 138 01,joy.mwakideu@yahoo.com,1985-03-06,MALE,Nakuru,Kuresoi North,Kamara,"Plot 263, Lane 19, Karen",11 Jul 2025,active,4,Unemployed,87500,Cash Transfer,Youth
PLUS-000358,elijah gitobu kanampiu,27375659,254 739 165 32,elijah.kanampiu@yahoo.com,1986-05-11,FEMALE,KILIFI,Ganze,Bamba,"Plot 384, Lane 1, Kangundo",07/10/2026,active,7,Self-Employed,27500,Education Support,Youth
PLUS-000359,gakunyi margaret mcharo,46793365,254 797 989 93,gakunyi.mcharo@yahoo.com,1998-07-09,MALE,Nairobi,Dagoretti South,Riruta,"House 302, Ruiru Road, Thika Superhighway",2025-01-03,active,3,Retired,44000,Education Support,PWD
PLUS-000360,wamalwa mwangi,72169894,254 767 459 18,wamalwa.mwangi@yahoo.com,1970-02-10,FEMALE,Uasin Gishu,Soy,Moi's Bridge,"Plot 429, Lane 5, Langata",04-01-2023,pending,2,Student,22000,Education Support,Elderly
PLUS-000361,jane kaimenyii,64730253,254 109 772 34,jane.kaimenyi@hotmail.com,1972-02-06,MALE,Nairobi,Dagoretti North,Kileleshwa,"Plot 327, Lane 17, Likoni",05-09-2025,active,1,Employed,34000,Cash Transfer,Widow
PLUS-000362,maina mwango,63685963,254 738 145 95,maina.mwango@gmail.com,1982-03-19,FEMALE,Nairobi,Dagoretti South,Riruta,"House 36, Mombasa Road Road, Kitisuru",06-Jun-2023,active,3,Student,103500,Medical Cover,Orphan
PLUS-000363,momanyi naliaka,80313876,254 717 453 90,momanyi.naliaka@gmail.com,1993-02-10,MALE,Nakuru,Gilgil,Gilgil,"House 440, Athi River Street, Kiambu Road",11/13/2023,inactive,5,Student,13000,Cash Transfer,Orphan
PLUS-000364,situma kimeu faith,74764506,254 726 119 94,kimeu.situma@outlook.com,,FEMALE,Machakos,Machakos Town,Machakos Central,"Plot 400, Lane 11, Parklands",24-08-2023,active,5,Unemployed,65000,Business Grant,Vulnerable
PLUS-000365,okello achieng khaemba,79211878,254 712 162 49,okello.khaemba@hotmail.com,1970-02-10,FEMALE,Nairobi,Dagoretti South,Mutuini,"House 162, Langata Drive, Limuru",11/05/2024,inactive,5,Retired,5000,Medical Cover,Vulnerable
PLUS-000366,chepngeno kiprop juma,54 422 964,254 708 548 24,chepngeno.juma@outlook.com,1995-04-13,MALE,Meru,Igembe North,Antubetwe Kiongo,"Plot 395, Lane 5, Athi River",10/07/2026,pending,5,Student,24000,Business Grant,Youth
PLUS-000367,peace mokua mitei,41322466,254 726 594 26,peace.mitei@gmail.com,1969-09-08,MALE,Trans Nzoia,Saboti,Kinyoro,"House 433, Westlands Road, Uhuru",2023-05-30,active,6,Self-Employed,12500,Education Support,Elderly
PLUS-000368,okoth ndunda,32493148,254 738 820 19,okoth.ndunda@gmail.com,2005-07-17,FEMALE,Kakamega,Butere,Marama Central,"Plot 280, Lane 14, Kangundo",18-04-2026,inactive,4,Self-Employed,30500,Cash Transfer,Widow
PLUS-000369,caroline mwakideu,84618453,254 116 933 79,caroline.mwakideu@gmail.com,1974-07-21,MALE,Meru,Igembe North,Antuamburi,"Plot 138, Lane 5, Jogoo",03-Jan-24,active,8,Self-Employed,190500,Cash Transfer,Youth
PLUS-000370,edith gacheru,40705520,254 753 202 15,edith.gacheru@gmail.com,1993-08-15,FEMALE,Bungoma County,Sirisia,Lwandanyi,"House 194, Athi River Avenue, Kileleshwa",2025-07-11,active,7,Self-Employed,24000,Medical Cover,Elderly
PLUS-000371,barnabas onsongo,65413506,254 113 597 54,barnabas.onsongo@yahoo.com,1991-08-03,FEMALE,Uasin Gishu,Kapseret,Ngeria,"House 236, Argwings Kodhek Street, Argwings Kodhek",2024-04-29,active,5,Retired,66000,Cash Transfer,PWD
PLUS-000372,beatrice mbaka kenga,15686390,254 118 208 32,beatrice.kenga@gmail.com,1980-05-11,MALE,Trans Nzoia,Endebess,Matumbei,"Plot 416, Lane 15, Kenyatta",10-25-2026,inactive,7,Unemployed,49000,Education Support,Elderly
PLUS-000373,alexander mwakideu,52097153,254 778 468 66,alexander.mwakideu@outlook.com,1976-02-23,FEMALE,Kiambu,Kiambu,Ndumberi,"Plot 469, Lane 8, Kilimani",12-Sep-2024,active,3,Unemployed,40000,Food Support,Youth
PLUS-000374,"kihika, amos",31034531,254 707 635 05,amos.kihika@outlook.com,1990-10-18,FEMALE,Nairobi,Kasarani,Mwiki,"House 124, Argwings Kodhek Avenue, Langata",26-May-2025,active,6,Unemployed,94500,Business Grant,PWD
PLUS-000375,kanana rimberia kiarie,17082790,254 763 433 12,kanana.kiarie@gmail.com,1996-08-07,MALE,Nairobi,Kasarani,Ruai,"House 149, Kileleshwa Road, River Road",04/14/2025,pending,7,Student,79000,Food Support,Vulnerable
PLUS-000376,monica lenguro,40564080,254 719 314 98,,1990-06-13,MALE,Nyeri,Mukurweini,Mukurwe-ini Central,Unknown,21-Oct-2024,Unknown,8,Retired,33500,Business Grant,PWD
PLUS-000377,mogaka robert mohamed,29263249,254 705 413 73,mohamedmogaka@yahoo.com,19/05/1998,Male,Kakamega,Lugari,Chekalini,"PLOT 384, LANE 18, TOM MBOYA",2023-08-11,Inactive,4,Retired,34500,Education Support,Widow
PLUS-000378,agnes njuguna,62027391,254 733 189 64,agnes.njuguna@hotmail.com,2000-10-21,FEMALE,Turkana,Turkana North,Kaeris,"House 281, Kiambu Road, Waiyaki",2023-08-16,inactive,8,Retired,5000,Medical Cover,PWD
PLUS-000379,teresa nudku,70680846,254 716 946 55,teresa.nduku@outlook.com,2001-02-05,FEMALE,Nakuru,Nakuru Town East,Kivumbini,"Plot 410, Lane 4, Kilimani",10-03-2025,inactive,5,Student,68000,Food Support,Widow
PLUS-000380,habakkuk kipngetich wanyonyi,75 343 668,254 118 435 34,habakkuk.wanyonyi@gmail.com,1998-09-22,MALE,Nairobi,Westlands,Mountain View,"Plot 181, Lane 1, Mombasa Road",2024-02-11,pending,6,Self-Employed,35500,Medical Cover,Widow
PLUS-000381,wambugu onsongo kaimenyi,82239027,254 115 424 64,wambugu.kaimenyi@gmail.com,1989-06-07,MALE,Kakamega,Shinyalu,Isukha West,"House 447, Kitisuru Street, Moi Avenue",26-Aug-2025,pending,3,Employed,58500,Medical Cover,Elderly
PLUS-000382,esther kebaso,49320205,254 754 950 44,,1981-07-08,FEMALE,Kiambu,Kikuyu,,"Plot 457, Lane 14, Kasarani",19-11-2024,pending,6,Retired,66500,Food Support,PWD
PLUS-000383,charity edward mwamburi,12421892,254 795 037 03,charity.mwamburi@gmail.com,1973-04-21,MALE,Kiambu,Lari,Kamburu,"Plot 31, Lane 19, Thika",20260420,inactive,4,Self-Employed,37000,Food Support,PWD
PLUS-000384,lydia irene salim,86703472,Not Provided,lydia.salim@gmail.com,1966-03-07,MALE,Kilifi,Kilifi South,,"Plot 350, Lane 5, Parklands",2024-06-09,pending,4,Retired,112500,Education Support,Vulnerable
PLUS-000385,muthaa faith rono,39783273,254 757 206 17,muthaa.rono@gmail.com,Unknown,MALE,Machakos,Yatta,Katangi,"Plot 23, Lane 13, Argwings Kodhek",11/08/2024,inactive,3,Employed,57500,Cash Transfer,Widow
PLUS-000386,kipngetich wafula,38710184,254 767 132 64,kipngetich.wafula@gmail.com,2004-08-07,FEMALE,Mombasa,Changamwe,Miritini,"Plot 322, Lane 14, Mombasa Road",2024-05-02,active,2,Employed,19500,Education Support,PWD
PLUS-000387,caroline namukhula,31800010,254 109 252 97,caroline.namukhula@hotmail.com,1990-01-07,FEMALE,Nairobi,Dagoretti North,Kileleshwa,"House 297, Moi Avenue Street, Tom Mboya",02/08/2025,inactive,1,Retired,47000,Education Support,Orphan
PLUS-000388,khaemba mwikali,83927501,254 739 633 05,,1994-10-16,FEMALE,Meru,Igembe South,Mau/Antuamburi,"Plot 281, Lane 5, Moi Avenue",29-Dec-2024,pending,2,Employed,46000,Food Support,Vulnerable
PLUS-000389,awuor kivuva,18153331,254 765 967 51,awuor.kivuva@gmail.com,1994-04-01,FEMALE,KAKAMEGA,Khwisero,Kisa West,"Plot 48, Lane 4, Kikuyu",08/04/2024,inactive,8,Retired,33000,Education Support,Youth
PLUS-000390,kagwiria naliaka macharia,10209894,254 761 425 27,kagwiria.macharia@hotmail.com,1974-02-24,MALE,Kilifi,Kilifi North,Tezo,"House 65, Lenana Avenue, Kiambu",01-03-2023,active,3,Student,45500,Cash Transfer,Youth
PLUS-000391,muriuki nabwire kihumba,29821491,254 116 295 32,muriuki.kihumba@gmail.com,1990-03-03,FEMALE,Kilifi,Kaloleni,Mariakani,"House 166, Kilimani Road, River Road",07-Apr-26,pending,2,Unemployed,123000,Business Grant,Vulnerable
PLUS-000392,kimeu isaiah rotich,25725946,254 747 063 14,k.r@hotmail.com,1967-04-15,FEMALE,Turkana,Turkana South,Lobokat,"house 243, jogoo drive, lenana",21-08-2025,inactive,7,Retired,15000,Food Support,Widow
PLUS-000393,nasimiyu andrew wanjala,70249712,254 767 614 75,nasimiyu.wanjala@gmail.com,1963-08-23,FEMALE,Nairobi,Dagoretti North,Kilimani,"Plot 304, Lane 15, Mugumo",2026-06-15,pending,7,Unemployed,33000,Education Support,PWD
