beneficiary_id,full_name,national_id,phone_number,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,school_name,education_level,course,scholarship_amount,academic_year
SCH-000330,Opiyo Grace Awuor,40 563 463,072513839,opiyo.awuor@yahoo.com,1981-09-21,Male,Nakuru,Molo,Turi,"Plot 272, Lane 9, Moi Avenue",10-08-2024,Active,Moi High School Kabarak,Secondary,Engineering,313679,2024/2025
SCH-000331,Naisula Musyoka Wamuyu,50579039,075935705,naisula.wamuyu@yahoo.com,1966-07-24,Female,Uasin Gishu,Turbo,Kiplombe,"House 237, Westlands Drive, Jogoo",27 Mar 2024,Inactive,Alliance High School,Certificate,Medicine,124483,2024/2025
SCH-000332,Nanjala Margaret Nabea,66772359,079341392,nanjala.nabea@gmail.com,1970-08-21,Female,Nairobi County,Lang'ata,Mugumu-ini,"Plot 354, Lane 19, Uhuru",29-10-2022,Active,Maranda High School,Diploma,Social Work,97464,2023/2024
SCH-000333,Bridget Kiprono,41665325,077581728,bridget.kiprono@gmail.com,1993-12-09,Male,Uasin Gishu,Kapseret,Ngeria,"Plot 466, Lane 9, Ngong",09/09/2024,Inactive,Maranda High School,Undergraduate,Medicine,270998,2023/2024
SCH-000334,Kiprop Florence Maina,31246090,010115633,kiprop.maina@gmail.com,1970-03-24,Male,Machakos,Mavoko,Muthwani,"Plot 293, Lane 14, Ngong",15/08/2024,Inactive,Eldoret National Polytechnic,Certificate,Public Health,469618,2025/2026
SCH-000335,KAMAU BRIAN NANJALA,92761466,011996536,kamau.nanjala@gmail.com,1972-07-17,Male,Kiambu,Kabete,Nyathuna,"House 451, Kitisuru Road, Lavington",10-Sep-2022,Active,Mount Kenya University,Secondary,Agriculture,410474,2025/2026
SCH-000336,Njeri Momanyi,78564064,072754186,njeri.momanyi@gmail.com,1955-10-22,Female,KIAMBU,Githunguri,Githiga,"House 474, Thika Road, Limuru",08/04/2024,Active,Prestige Academy,Diploma,Nursing,339425,2022/2023
SCH-000337,Wachira Mwaniia,56624300,078778047,wachira.mwania@gmail.com,1993-01-01,Male,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 468, Lane 18, Waiyaki",20-06-2023,Inactive,JKUAT,Undergraduate,Accounting,372817,2025/2026
SCH-000338,Simon Chepkirui Langat,69327432,079906487,simon.langat@gmail.com,1982-04-25,Male,Kiambu,Githunguri,Githunguri,"House 175, Mugumo Avenue, Kiambu",01-01-2023,Pending,St. Joseph's School,Postgraduate,Agriculture,198112,2023/2024
SCH-000339,Nahum Gitobu,96754681,+254 742 702 53,nahum.gitobu@hotmail.com,1986-02-06,Male,Kakamega,Matungu,Kholera,"House 206, Thika Avenue, Mugumo",15/02/2025,Inactive,Eldoret National Polytechnic,Diploma,Social Work,137233,2022/2023
SCH-000340,Cynthia Kenga,19502237,+25476405261,cynthia.kenga@hotmail.com,1953-07-10,Female,Nairobi,Westlands,Kangemi,"Plot 151, Lane 5, Mombasa Road",20240606,Pending,Kenya Methodist University,Diploma,Economics,215217,2023/2024
SCH-000341,Elijah Gitobu Kanampiu,27375659,254 739 165 32,elijah.kanampiu@yahoo.com,1986-05-11,Female,Kilifi,Ganze,N/A,"Plot 384, Lane 1, Kangundo",12/07/2023,N/A,Mang'u High School,,Information Technology,230356,2025/2026
SCH-000342,Faith Beatrice Baya,6370-9262,011742349,faith.baya@outlook.com,2001-08-22,Male,Nyeri,Tetu,Dedan Kimathi,"Plot 311, Lane 5, Mombasa Road",26/08/2024,Active,Kabianga High School,Postgraduate,Education,141123,2022/2023
SCH-000343,Awiti Ann Nafula,20067969,NULL,awiti.nafula@yahoo.com,,Female,NULL,Konoin,Embomos,"Plot 432, Lane 13, Kangundo",20250728,Active,Maseno University,Postgraduate,Social Work,353999,2025/2026
SCH-000344,Ochieng Kipkirui,67192629,072457371,ochieng.kipkirui@gmail.com,,Male,Trans Nzoia,,Endebess,"House 449, Kiambu Road Drive, Ruiru",26/04/2025,Active,Green Garden Academy,Diploma,Social Work,294660,2023/2024
SCH-000345,Ann Syombua Gichuru,74354434,010878715,ann.gichuru@yahoo.com,N/A,Female,Meru,South Imenti,Igoji East,"House 74, Westlands Street, Juja",2023-02-21,Pending,Mang'u High School,Diploma,Journalism,160489,2025/2026
SCH-000346,Gitobu Martha Mbaka,15651583,010558976,gitobu.mbaka@gmail.com,1989-06-14,Female,Kakamega,Shinyalu,Isukha South,"House 139, Athi River Street, Lenana",30-03-2025,Active,Prestige Academy,Secondary,Journalism,118336,2022/2023
SCH-000347,"Gichuru, George",89811209,075316351,george.gichuru@gmail.com,1998-04-28,Female,Bomet,Konoin,Embomos,"House 124, Kitisuru Drive, Ruiru",06-May-2025,Inactive,Rift Valley Institute,Diploma,Nursing,256135,2022/2023
SCH-000348,Mworoa Musymii,44831935,078250208,mworoa.musyimi@gmail.com,1987-01-06,Female,Nyeri,Mukurweini,Mukurwe-ini West,"Plot 286, Lane 11, Thika Superhighway",06/02/2022,Active,Maranda High School,Certificate,Nursing,116422,2025/2026
SCH-000349,Gichuru Mwamburi,67327320,072219729,gichuru.mwamburi@hotmail.com,1995-08-09,Male,Bungoma,Kanduyi,West Sang'alo,"Plot 215, Lane 3, Parklands",2022-10-10,Pending,Mount Kenya University,Secondary,Architecture,360883,2024/2025
SCH-000350,Edith Naliaka Mwania,51326142,078345556,edith.mwania@gmail.com,1957-07-24,Male,Nakuru,Bahati,Lanet/Umoja,"Plot 64, Lane 14, Thika",05/10/2024,Inactive,Kenyatta University,Secondary,Engineering,188212,2024/2025
SCH-000351,Monica Lengur,40564080,071931498,monica.lenguro@yahoo.com,1990-06-13,Male,Nyeri,Mukurweini,Mukurwe-ini Central,"Plot 195, Lane 2, Athi River",,Inactive,N/A,Secondary,Medicine,366110,2023/2024
SCH-000352,Barnabas Mworoa,34277838,011699937,barnabas.mworoa@hotmail.com,1979-07-07,Female,Nakuru,Gilgil,Mbaruk/Eburu,"Plot 424, Lane 7, Westlands",2022-04-20,Active,Kenyatta University,Certificate,Information Technology,300790,2025/2026
SCH-000353,Leah Wadada,71041249,011262096,,1976-05-26,Male,Nairobi,Westlands,NULL,N/A,22-Jun-22,Pending,Kenyatta University,Secondary,Computer Science,264904,2025/2026
SCH-000354,Chepkoech Mueni Nzioka,91651740,073936111,chepkoech.nzioka@gmail.com,1970-08-17,Male,Uasin Gishu,Soy,Ziwa,"House 412, Ngong Drive, Argwings Kodhek",17/05/2023,Active,Kenya Methodist University,Diploma,Journalism,100636,2024/2025
SCH-000355,Anna Esther Rimberia,55249515,072438873,anna.rimberia@gmail.com,NULL,Male,Nairobi,Dagoretti South,,"House 479, Ruaraka Avenue, Westlands",31-Aug-23,Pending,Coast Institute of Technology,N/A,Computer Science,217756,2024/2025
SCH-000356,Wairimu Nashipae Mwirigi,89576137,011440776,wairimu@outlook.com,27 Jul 1992,Female,Meru,North Imenti,Nyaki West,,09-04-2024,N/A,NULL,POSTGRADUATE,Education,197761,2024–2025
SCH-000357,Mwangi Oseko,39029725,073795093,mwangi_oseko@gmail.com,16/04/1988,male,Bungoma,Webuye West,Sitikho,Plot 437 Lane 17 Kikuyu,23-08-2024,active,Rift Valley Institute,POSTGRADUATE,Medicine,465664,2025–2026
SCH-000358,Muthoni Muthuri Kivuva,44065587,078968250,muthoni.kivuva@yahoo.com,1987-06-08,Male,NAIROBI,Kibra,Sarang'ombe,"Plot 86, Lane 10, Kenyatta",2022-09-17,Active,Kenyatta University,Secondary,Accounting,240829,2023/2024
SCH-000359,Kebaso Matoke,64943803,072475511,kebaso.matoke@gmail.com,1973-06-03,Female,Kisumu,Nyakach,South West Nyakach,"Plot 418, Lane 3, Ngong Road",2025-09-12,Inactive,Kenya High School,Diploma,Agriculture,259986,2023/2024
SCH-000360,Kioko Ngeon,88699165,011831229,kioko.ngeno@gmail.com,1955-11-25,Male,Mombasa,Nyali,Kongowea,"House 102, Kiambu Road Road, Lenana",27-Dec-2025,Pending,Maranda High School,Secondary,Civil Engineering,305992,2025/2026
SCH-000361,Gichuru Kiprotich,47384667,078803807,gichuru.kiprotich@hotmail.com,1993-08-24,Female,Mombasa,Jomvu,Jomvu Kuu,"Plot 146, Lane 11, Limuru",17-Mar-24,Pending,University of Nairobi,Postgraduate,Public Health,183922,2024/2025
SCH-000362,Kinyua Kipkemoi,10978095,010568358,kinyua.kipkemoi@gmail.com,1975-03-12,Male,Nakuru,Naivasha,Hells Gate,"Plot 111, Lane 5, Waiyaki",2023-10-10,Inactive,Moi High School Kabarak,Diploma,Accounting,163677,2025/2026
SCH-000363,Omondi Mutisya Mwaura,42996518,074917411,omondi.mwaura@gmail.com,1999-02-12,Male,Kakamega,Matungu,Khalaba,"Plot 448, Lane 13, Kikuyu",26/01/2025,Pending,Kenyatta University,Certificate,Journalism,264649,2023/2024
SCH-000364,Rose Kinyua Sigei,97812550,073697167,NULL,1958-04-16,Female,Mombasa,Jomvu,Mikindani,"House 344, Juja Road, Westlands",2025-05-07,Pending,Starehe Boys Centre,Undergraduate,Business,241971,2025/2026
SCH-000365,Kipngetich Nabbea,19971406,073108380,kipngetich.nabea@gmail.com,1972-01-10,Male,Nakuru County,Kuresoi South,Amalo,"Plot 140, Lane 10, Mugumo",12-07-2023,Active,Kenya High School,Postgraduate,Information Technology,235981,2024/2025
SCH-000366,Erick Ombati,52413506,010276367,erick.ombati@hotmail.com,1980-05-10,Male,Kiambu,Kiambu,Ndumberi,"Plot 49, Lane 7, Kiambu",09/12/2025,Pending,Kenya Methodist University,Undergraduate,Engineering,267173,2025/2026
SCH-000367,Victor Odhiambo,30 011 106,011658465,victor.odhiambo@hotmail.com,1994-07-12,Male,Meru,Buuri,Timau,"Plot 90, Lane 15, Kilimani",22/03/2022,Pending,Prestige Academy,Postgraduate,Public Health,77587,2024/2025
SCH-000368,Muriuki Simiyu,28865768,072200692,muriuki.simiyu@gmail.com,1992-05-25,Female,Kisumu,Muhoroni,Ombeyi,"Plot 340, Lane 5, Kilimani",29-Sep-25,Pending,Strathmore University,Postgraduate,Information Technology,420420,2022/2023
SCH-000369,Jepkorir Mohamed,32236316,072378441,jepkorir.mohamed@hotmail.com,1985-02-10,Male,Mombasa,Nyali,Kongowea,"Plot 418, Lane 1, River Road",02/12/2024,Inactive,Moi High School Kabarak,Secondary,Public Health,209397,2022/2023
SCH-000370,Victor Rono,33875260,076429536,victor.rono@yahoo.com,1993-11-15,Male,Machakos,N/A,Katangi,"Plot 287, Lane 5, Kiambu Road",05/12/2022,,Kenyatta University,Certificate,Architecture,332470,2022/2023
SCH-000371,Ojwang Matoke,51910609,078845932,ojwang.matoke@gmail.com,1996-03-26,Female,Kisumu,Seme,North Seme,"House 443, Garden Estate Avenue, Karen",2024-01-03,Inactive,Moi University,Undergraduate,Economics,164392,2023/2024
SCH-000372,Ongeri Muthaa Sigei,37852975,071130916,ongeri.sigei@yahoo.com,2003-09-17,Male,Nakuru,Gilgil,Murindat,"House 403, Thika Superhighway Road, Kikuyu",22/04/2022,Inactive,Kenya Methodist University,Diploma,Nursing,74813,2024/2025
SCH-000373,Momanyi Kengga,3428-2303,074228822,mkenga@gmail.com,12-04-1981,male,Meru,Igembe North,Antubetwe Kiongo,Plot 401 Lane 11 Ruaraka,2024-08-09,INACTIVE,Eldoret National Polytechnic,POSTGRADUATE,Nursing,155307,2023 /2024
SCH-000374,Chepkirui Joseph Kangogo,93582589,073223386,chepkirui.kangogo@gmail.com,1984-09-06,Male,Turkana,Turkana South,Kapedo/Napeitom,"House 396, Tom Mboya Avenue, Kiambu Road",09/17/2023,Active,Eldoret National Polytechnic,Diploma,Economics,271518,2024/2025
SCH-000375,Awuor Moses Nafula,91649465,076783885,awuor.nafula@yahoo.com,1967-02-28,Male,Nakuru,Molo,Marioshoni,"House 405, Likoni Road, Ruaraka",2024-05-05,Active,Moi High School Kabarak,Certificate,Medicine,189563,2022/2023
SCH-000376,Kilonzo  Korir,39096346,074475443,kilonzo.korir@yahoo.com,1991-04-21,Male,Kilifi,Kilifi North,Dabaso,"House 176, Parklands Road, Kikuyu",27-09-2022,Pending,Kenya Methodist University,Undergraduate,Public Health,397730,2024/2025
SCH-000377,Jebet Adoyo Jepkoech,68083241,075782445,jebet.jepkoech@yahoo.com,1979-02-19,Female,Kakamega,Ikolomani,Idakho East,"House 175, Ruaraka Road, Athi River",03/11/2025,Pending,Kabianga High School,Postgraduate,Social Work,477144,2025/2026
SCH-000378,Sarah Koech, 76710062,073963103,skoech@yahoo.com,1980-06-27,Male,Nyeri,Nyeri Town,Rware,Plot262Lane15Parklands,10/02/2025,I,Moi University,UNDERGRADUATE,Economics,241902,2024-2025
SCH-000379,Okello Achieng Khaemba,79211878,071216249,okello.khaemba@hotmail.com,1970-02-10,Female,Nairobi,Dagoretti South,NULL,N/A,N/A,Active,Prestige Academy,Undergraduate,Public Health,244605,2022/2023
SCH-000380,Mulwa Omar,77505434,073702894,mulwa.omar@hotmail.com,1998-11-27,Male,Kilifi,Kilifi South,Mtepeni,"Plot 454, Lane 15, Argwings Kodhek",04-Apr-23,Active,Prestige Academy,Certificate,Education,212703,2022/2023
SCH-000381,Jeremiah Mworoa,67-444-614,074333243,jeremiah.mworoa@gmail.com,1997-11-13,Female,Turkana,Turkana West,Lopur,"House 473, Garden Estate Road, Likoni",17 Dec 2023,Pending,Kenyatta University,Postgraduate,Agriculture,159484,2022/2023
SCH-000382,Kwamboka Mutinda,94535808,078509689,kwamboka.mutinda@gmail.com,1987-03-25,Female,Nakuru,Subukia,Kabazi,"House 139, Waiyaki Road, Thika",05 Jun 2025,Active,St. Joseph's School,Diploma,Education,285795,2024/2025
SCH-000383,Kasina Kimani,N/A,075778264,kasina.kimani@gmail.com,1970-12-24,Male,Kiambu,Kabete,Nyathuna,"House 465, Ruiru Road, Westlands",02-18-2025,Pending,St. Joseph's School,Secondary,Computer Science,429221,2023/2024
SCH-000384,Gichuru Kivuav,85709619,072280937,gichuru.kivuva@yahoo.com,1965-07-13,Female,KIAMBU,LIMURU,LIMURU CENTRAL,"Plot 284, Lane 9, Mombasa Road",24 Sep 2025,Active,Maseno University,Certificate,Accounting,123778,2024/2025
SCH-000385,Monica Senteu,35645457,072122019,monica.senteu@yahoo.com,1982-03-14,Female,Uasin Gishu,Kesses,Cheptiret/Kipchamo,"Plot 464, Lane 3, Moi Avenue",2022-11-04,Pending,Eldoret National Polytechnic,Postgraduate,Medicine,227761,2024/2025
SCH-000386,Kanampiu Musalia,84166566,077504276,kanampiu.musalia@gmail.com,1965-04-22,Male,Nyeri,Mathira,Iriaini,"Plot 165, Lane 4, Kenyatta",20231025,Inactive,Maseno University,Undergraduate,Agriculture,347606,2022/2023
SCH-000387,Evelyn Baya,74994816,075723024,evelyn.baya@outlook.com,1982-08-25,Male,Machakos,Machakos Town,Kalama,"Plot 454, Lane 5, Kitisuru",03/10/2023,Active,Egerton University,Secondary,Agriculture,473687,2024/2025
SCH-000388,Margaret Auma,28164926,072649850,margaret.auma@outlook.com,1976-03-05,Female,Mombasa,Changamwe,Miritini,"Plot 356, Lane 15, Ngong",07-Jun-22,Pending,Lenana School,Secondary,Public Health,116894,2024/2025
SCH-000389,Kiprotich Keoch, 84262472,071629241,kiprotich.koech@gmail.com,1992-09-07,Female,Nairobi,Kasarani,Mwiki,"Plot 411, Lane 11, Outering",23/02/2022,Pending,University of Nairobi,Undergraduate,Nursing,156230,2022/2023
SCH-000390,B. Tsuma,35100154,073739150,brenda.tsuma@gmail.com,11-05-1993,M,Kakamega,Shinyalu,Isukha North,"HOUSE 149, LIMURU DRIVE, THIKA SUPERHIGHWAY",10-23-2023,A,St. Joseph's School,DIPLOMA,Civil Engineering,136477,2023 / 2024
SCH-000391,Leah Kevin Mohamed,66913730,011358779,leah.mohamed@gmail.com,2004-11-23,Female,Machakos,Kangundo,Kangundo Central,"Plot 349, Lane 8, Athi River",22/03/2023,Inactive,Alliance High School,Secondary,Education,146358,2023/2024
SCH-000392,Kiprono Namukhula,22863109,074926551,kiprono.namukhula@gmail.com,1983-02-11,Male,Nairobi,Dagoretti South,Waithaka,"House 49, Kiambu Drive, Kitisuru",05-03-2024,Active,Starehe Boys Centre,Diploma,Law,141050,2025/2026
SCH-000393,Pauline Nyaboke Mbaka,30546143,,pauline.mbaka@gmail.com,1989-12-10,Male,Bungoma,Mt. Elgon,Kapkateny,"House 355, Athi River Drive, Uhuru",12-06-2022,Inactive,Maranda High School,Undergraduate,Information Technology,159163,2023/2024
SCH-000394,Opiyo Christopher Mwirigi,89748650,071367398,opiyo.mwirigi@gmail.com,1962-12-09,Female,Nairobi,Lang'ata,Nyayo Highrise,"Plot 141, Lane 15, Langata",27-Jul-2024,Pending,Maseno School,Postgraduate,Engineering,97098,2025/2026
SCH-000395,Teresa Katuaa,25049281,071962118,teresa.katua@gmail.com,2001-02-17,Female,Turkana,Turkana East,Kapedo/Napeitom,"Plot 392, Lane 14, Ngong",21-09-2023,Active,Strathmore University,Certificate,Information Technology,229247,2025/2026
SCH-000396,Harun Sharon Wandera,16156667,079915981,harun.wandera@yahoo.com,2006-12-17,Male,Bungoma,Webuye East,Mihuu,"Plot 159, Lane 13, Athi River",04/12/2025,Active,Alliance High School,Undergraduate,Accounting,435691,2023/2024
SCH-000397,Anthony Jebet,74594778,075729155,a.jebet@hotmail.com,05/04/1988,Male,Trans Nzoia,Kwanza,Kapomboi,"HOUSE 316, KILELESHWA AVENUE, KIKUYU",2022-06-19,Pending,Mount Kenya University,DIPLOMA,Accounting,257932,2024 /2025
SCH-000398,Njoroge Lesha,10112761,075614961,njoroge.leshan@outlook.com,1994-01-23,Male,Bomet,Sotik,Kipsonoi,"House 421, Jogoo Street, Westlands",27-May-2022,Inactive,Green Garden Academy,Diploma,Law,181738,2025/2026
SCH-000399,Philemon Mogaka,68833120,072100751,philemon.mogaka@yahoo.com,2004-04-21,Male,Meru County,South Imenti,Nkuene,"Plot 81, Lane 19, Westlands",13/04/2022,Active,Rift Valley Institute,Postgraduate,Journalism,184587,2025/2026
SCH-000400,Faith Omgeri,79886887,011604589,faith.ongeri@gmail.com,1982-02-02,Female,Kisumu,Kisumu West,North Kisumu,"Plot 74, Lane 14, Waiyaki",08-05-2023,Active,Maranda High School,Secondary,Law,391887,2024/2025
SCH-000401,Naserian Mworoa Kinyua,33891297,074247247,naserian.kinyua@yahoo.com,1995-05-07,Male,Kiambu,Githunguri,Ikinu,"Plot 48, Lane 19, Kenyatta",30-10-2024,Active,St. Joseph's School,Certificate,Public Health,330433,2024/2025
SCH-000402,Mercy Leshan,10354523,NULL,mercy.leshan@yahoo.com,2001-11-21,Female,Kilifi,Kilifi South,Mwarakaya,"Plot 74, Lane 11, Likoni",17-10-2022,Inactive,Moi High School Kabarak,Secondary,Education,440185,2022/2023
SCH-000403,"Kasina, Senteu Irene",64003293,079210231,senteu.kasina@gmail.com,1990-07-21,Female,Meru,Tigania West,Kianjai,"Plot 254, Lane 7, Kangundo",07-09-2025,Active,Coast Institute of Technology,Secondary,Journalism,194956,2022/2023
SCH-000404,Bosibori Auma Waithera,25687218,073964743,bosibori.waithera@yahoo.com,1984-12-03,Male,Kisumu,Seme,West Seme,"House 316, Kangundo Road, Mugumo",24-Sep-2025,Pending,Kenya Methodist University,Diploma,Economics,198899,2024/2025
SCH-000405,Simon Mwania,99716761,076542584,simon.mwania@gmail.com,N/A,Male,Nakuru,,Barut,"House 75, Lavington Road, Ruiru",2022-05-09,,Rift Valley Institute,Certificate,Economics,187559,2022/2023
SCH-000406,Awino Mukhswana,38691026,077917960,awino.mukhwana@gmail.com,1967-02-07,Female,Nairobi,Kasarani,Mwiki,"House 114, Thika Superhighway Drive, Kenyatta",21/01/2023,Inactive,Maseno School,Secondary,Agriculture,355235,2025/2026
SCH-000407,Charity Sophia Masinde,71113260,073388118,charity.masinde@hotmail.com,1978-07-22,Male,Kakamega,Shinyalu,Isukha West,"Plot 313, Lane 15, Kasarani",12/08/2023,Pending,Coast Institute of Technology,Secondary,Public Health,72952,2022/2023
SCH-000408,Gladys Sophia Kiprono,NULL,077940042,gladys.kiprono@outlook.com,1970-10-15,Female,Trans Nzoia,Cherangany,Cherangany/Suwerwa,"House 96, Kasarani Avenue, Kikuyu",01-Aug-25,Active,St. Joseph's School,Undergraduate,Medicine,274703,2024/2025
SCH-000409,Syombua Mutisyaa,87569592,077987938,syombua.mutisya@outlook.com,1966-09-19,Male,Nyeri,Nyeri Town,Kamakwa/Mukaro,"Plot 298, Lane 3, Ruiru",04 Nov 2025,Inactive,Egerton University,Certificate,Economics,268658,2023/2024
SCH-000410,Mutisya Kariuki,98061208,011724317,mutisya.kariuki@yahoo.com,1987-05-17,Male,Kakamega,Khwisero,Kisa Central,"House 262, Kiambu Road Street, Kasarani",19/12/2023,Pending,Alliance High School,Undergraduate,Architecture,224221,2024/2025
SCH-000411,Mutheu Kihumba,54717010,011516946,mutheu.kihumba@gmail.com,1966-12-20,Female,Nairobi,Kasarani,Mwiki,"Plot 247, Lane 3, Lenana",08 Nov 2022,Pending,Green Garden Academy,Secondary,Agriculture,210712,2025/2026
SCH-000412,ONDITI MWINYI,27032738,077723313,onditi.mwinyi@gmail.com,1991-06-01,Female,Uasin Gishu,Turbo,Tapsagoi,"House 309, Ngong Drive, Lavington",29 Jan 2023,Inactive,Starehe Boys Centre,Certificate,Information Technology,303493,2022/2023
SCH-000413,Senteu Kipsang Mworoa,84 378 065,077947613,kipsang.senteu@hotmail.com,1964-09-24,Male,NAIROBI,Lang'ata,Nyayo Highrise,"Plot 208, Lane 7, Ruiru",29-12-2023,Inactive,Maseno University,Postgraduate,Civil Engineering,244906,2022/2023
SCH-000414,Agnes Musalia,76597184,NULL,agnes_musalia@gmail.com,16-Jun-77,male,N/A,Ruiru,N/A,"Plot 448, Lane 17, Ngong",20251127,active,Starehe Boys Centre,POSTGRADUATE,Economics,148194,2025 /2026
SCH-000415,Owuor Kimutaai,45827376,254 747 774 24,owuor.kimutai@gmail.com,1966-04-04,Female,Nairobi,Westlands,Parklands,"Plot 249, Lane 14, Athi River",2025-03-28,Pending,Strathmore University,Secondary,Agriculture,254784,2025/2026
SCH-000416,Gakunyi Margaret Mcharo,46793365,079798993,gakunyi.mcharo@yahoo.com,1998-07-09,Male,Nairobi,Dagoretti South,Riruta,"House 302, Ruiru Road, Thika Superhighway",18-Oct-25,Inactive,Mount Kenya University,Postgraduate,Economics,263493,2022/2023
SCH-000417,Kebaso Martin Mwangolo,66596142,070769054,kebaso.mwangolo@gmail.com,1990-12-09,Female,Trans Nzoia,Cherangany,Kaplamai,"House 220, Ruaraka Street, Moi Avenue",05-01-2025,Pending,Starehe Boys Centre,Certificate,Social Work,390878,2025/2026
SCH-000418,Peter Kilonzo,69215408,076648679,peter.kilonzo@hotmail.com,1975-07-20,Female,Kilifi,Kilifi South,Junju,"House 120, Outering Road, Kangundo",23 Mar 2023,Active,Coast Institute of Technology,N/A,Engineering,259102,2023/2024
SCH-000419,Wafula Lenguro,49379157,011875727,wafula.lenguro@gmail.com,1976-01-25,Female,Nakuru County,Kuresoi South,Tinet,"Plot 176, Lane 3, Kasarani",21/05/2022,Pending,Prestige Academy,Undergraduate,Social Work,220607,2023/2024
SCH-000420,Naisula Wambui,84320493,NULL,naisula.wambui@gmail.com,1978-10-20,Female,Machakos,Kangundo,Kangundo West,,14-12-2025,Active,Egerton University,Certificate,Engineering,149206,2024/2025
SCH-000421,Kimani Onsongo Njuguna,70875238,075910453,kimani.njuguna@hotmail.com,1980-12-05,Male,Nyeri,Nyeri Town,Ruring'u,N/A,NULL,Pending,Rift Valley Institute,Certificate,Agriculture,272272,2025/2026
SCH-000422,Kipsang Waithera Wairimu,86589871,078345973,kipsang.wairimu@gmail.com,1982-12-23,Male,Kakamega,Butere,Marama South,"Plot 316, Lane 2, Kikuyu",15-Jan-2022,Pending,Prestige Academy,Undergraduate,Accounting,392183,2025/2026
SCH-000423,Auma Nabwire,52943014,079350876,aumanabwire@outlook.com,1973-11-22,female,Mombasa,Nyali,Kongowea,"plot 459, lane 2, karen",14-Nov-2025,Inactive,Moi High School Kabarak,POSTGRADUATE,Agriculture,191975,2024–2025
SCH-000424,Samuel Mwania,18115148,077189334,samuel.mwania@yahoo.com,1971-02-06,Female,Uasin Gishu,Turbo,Kiplombe,"Plot 292, Lane 7, Karen",20-Jan-2023,Pending,Eldoret National Polytechnic,Undergraduate,Civil Engineering,293395,2025/2026
SCH-000425,Nafula Harun Mohamed,63523596,072930586,nafula.mohamed@outlook.com,1988-01-25,Female,Kakamega,Lugari,Mautuma,"Plot 89, Lane 7, Thika Superhighway",29-May-2022,Inactive,Kenya Methodist University,Certificate,Social Work,284094,2022/2023
SCH-000426,Kiprop Kipkirui,74476742,N/A,k.kipkirui@yahoo.com,06-02-1981,M,Kakamega,Mumias East,Lusheya/Lubinu,"house 75, thika road, outering",2025-03-17,A,Kenyatta University,SECONDARY,Information Technology,66951,2025 /2026
SCH-000427,Wachira Kamande,97 037 399,011714442,wachira.kamande@hotmail.com,1964-06-02,Female,Nairobi,Kibra,Sarang'ombe,"Plot 195, Lane 7, Lenana",2024-09-11,Pending,Maranda High School,Undergraduate,Public Health,273406,2024/2025
SCH-000428,Mercy Odhiambo,50833796,NULL,mercy.odhiambo@gmail.com,1958-08-26,Female,Meru,Igembe South,Nkondi,"House 10, Ruaraka Drive, Jogoo",25/10/2023,Active,St. Joseph's School,Certificate,Information Technology,400247,2025/2026
SCH-000429,Zephaniah Njoroge Kamande,14866710,075539750,zephaniah.kamande@outlook.com,1969-04-02,Female,Meru,Tigania East,Mikinduri,"House 102, Kangundo Street, Jogoo",2025-07-19,Inactive,Moi High School Kabarak,Postgraduate,Medicine,267894,2025/2026
SCH-000430,Charity Atieno Wairimu,49107858,073314580,charity.wairimu@hotmail.com,1997-06-07,Male,Kilifi,Kaloleni,Kaloleni,"Plot 373, Lane 5, River Road",25 May 2023,Active,Maseno School,Secondary,Public Health,287794,2022/2023
SCH-000431,Deborah Awiti,33535297,254 764 217 27,deborah.awiti@outlook.com,1981-01-23,Male,Bomet,Bomet Central,Mutarakwa,"Plot 309, Lane 20, Kikuyu",10-07-2023,Pending,Strathmore University,Certificate,Business,170575,2023/2024
SCH-000432,Peace Christopher Keter,56047075,075956526,peace.keter@gmail.com,1982-10-02,Female,Turkana,Turkana Central,Kerio Delta,"House 446, Mugumo Street, Athi River",16-Sep-22,Pending,Moi University,Secondary,Economics,102426,2022/2023
SCH-000433,Odhiambo Kamotho,74938160,071433754,odhiambo.kamotho@gmail.com,1984-08-26,Female,Trans Nzoia,Saboti,Kinyoro,"House 296, Mombasa Road Drive, Kenyatta",31/01/2023,Active,Maseno School,Secondary,Agriculture,248471,2022/2023
SCH-000434,Edward Nokun Nabea,21488759,074694191,edward.nabea@hotmail.com,1973-07-04,Male,Nairobi,Lang'ata,Mugumu-ini,"Plot 240, Lane 15, Argwings Kodhek",30/09/2022,Pending,Coast Institute of Technology,Postgraduate,Medicine,208908,2025/2026
SCH-000435,Wanjala Senteu,48098536,077805924,s.wanjala@gmail.com,03-Jul-94,female,Trans Nzoia,Saboti,Machewa,"HOUSE 57, KILELESHWA ROAD, OUTERING",25-Aug-2022,A,Maseno University,SECONDARY,Computer Science,204481,2025 /2026
SCH-000436,Kipngetich Mutwiri,68518015,078342675,kipngetich.mutwiri@gmail.com,1985-03-03,Female,Nairobi,Kibra,Woodley,"House 147, Kikuyu Road, Athi River",04-Apr-2023,Active,St. Joseph's School,Certificate,Education,240932,2022/2023
